release_date,peak,artist,track,label
Feb 22,28,Kenny Chesney,Big Star,BNA Album Cut
Feb 22,58,Nivea,Laundromat,Jive Album Cut
Mar 1,12,Nas,I Can,Ill Will Album Cut
Mar 1,27,Tim McGraw,She’s My Kind Of Rain,Curb Album Cut
Mar 1,31,Audioslave,Like A Stone,Interscope Album Cut
Mar 1,70,Blu Cantrell Featuring Sean Paul,Breathe,RedZone 50984 (Arista)
Mar 1,74,Trace Adkins,Chrome,Capitol Album Cut
Mar 8,3,Busta Rhymes &amp; Mariah Carey Featuring The Flipmode Squad,I Know What You Want,J / MonarC 21258
Mar 8,4,Fabolous Featuring Mike Shorey &amp; Lil’ Mo,Can’t Let You Go,Desert Storm 67428
Mar 8,30,B2K,Girlfriend,Epic 76877
Mar 8,63,Marques Houston,That Girl,T.U.G. Album Cut
Mar 8,65,Foo Fighters,Times Like These,Roswell/RCA Album Cut
Mar 8,94,Choppa Featuring Master P,Choppa Style,No New Limit 019400
Mar 8,97,Kelly Rowland,Can’t Nobody,Music World 79839
Mar 15,5,Evanescence Featuring Paul McCoy,Bring Me To Life,Wind-up Album Cut
Mar 15,22,Darryl Worley,Have You Forgotten?,DreamWorks Album Cut
Mar 15,32,Linkin Park,Somewhere I Belong,Warner Bros. Album Cut
Mar 15,38,Keith Urban,Raining On Sunday,Capitol Album Cut
Mar 15,47,Martina McBride,Concrete Angel,RCA Album Cut
Mar 15,66,Toby Keith,Rock You Baby,DreamWorks Album Cut
Mar 15,99,"Roots, The Featuring Musiq",Break You Off,MCA 113971
Mar 22,1,50 Cent Featuring Nate Dogg,21 Questions,Shady 080739
Mar 22,5,matchbox twenty,Unwell,Atlantic Album Cut
Mar 22,5,Justin Timberlake,Rock Your Body,Jive Album Cut
Mar 22,20,Jaheim,Put That Woman First,Divine Mill Album Cut
Mar 22,31,Diamond Rio,I Believe,Arista Album Cut
Mar 22,37,Lil’ Mo Featuring Fabolous,4 Ever,The Gold Mind 67379
Mar 22,47,Montgomery Gentry,Speed,Columbia 79864
Mar 22,78,Sixpence None The Richer,Don’t Dream It’s Over,Squint-Curb 86260
Mar 22,88,Boomkat,The Wreckoning,DreamWorks 450779
Mar 29,9,Uncle Kracker Featuring Dobie Gray,Drift Away,Lava Album Cut
Mar 29,24,Floetry,Say Yes,Soljaz Album Cut
Mar 29,41,Chris Cagle,What A Beautiful Day,Capitol Album Cut
Mar 29,42,Counting Crows Featuring Vanessa Carlton,Big Yellow Taxi,Geffen Album Cut
Mar 29,43,Good Charlotte,The Anthem,Daylight 79932
Mar 29,53,TLC,Damaged,Arista Album Cut
Mar 29,62,No Doubt,Running,Interscope Album Cut
Mar 29,64,Bowling For Soup,Girl All The Bad Guys Want,Ffroe Album Cut
Mar 29,77,Talib Kweli,Get By,Rawkus 113938
Mar 29,80,Fleetwood Mac,Peacekeeper,Reprise
Apr 5,14,Eminem,Sing For The Moment,Aftermath Album Cut
Apr 5,15,Daniel Bedingfield,If You’re Not The One,Island 000267
Apr 5,16,Trapt,Headstrong,Warner Bros. Album Cut
Apr 5,26,Bone Crusher Featuring Killer Mike &amp; T.I.,Never Scared,Break ‘Em Off 50870
Apr 5,30,Rascal Flatts,Love You Out Loud,Lyric Street Album Cut
Apr 5,31,Randy Travis,Three Wooden Crosses,Word-Curb Album Cut
Apr 5,37,Madonna,American Life,Maverick 16658
Apr 5,49,"Isley Brothers, The Featuring Ronald Isley",What Would You Do?,DreamWorks Album Cut
Apr 5,69,2 Pac Featuring Trick Daddy,Still Ballin,Amaru Album Cut
Apr 12,19,Frankie J,Don’t Wanna Try,Columbia 79872
Apr 12,20,Christina Aguilera,Fighter,RCA Album Cut
Apr 12,33,Panjabi MC Featuring Jay-Z,Beware Of The Boys (Mundian To Bach Ke),Sequence 8011
Apr 12,58,Nelly,Pimp Juice,Universal 000239
Apr 12,96,Reina,No One’s Gonna Change You,Robbins 72081
Apr 19,23,Lonestar,My Front Porch Looking In,BNA Album Cut
Apr 19,38,Joe Budden,Pump It Up,Def Jam 000395
Apr 19,73,Godsmack,Straight Out Of Line,Republic Album Cut
Apr 19,80,R. Kelly,Soldier’s Heart,Jive 40029
Apr 19,87,Cold,Stupid Girl,Flip 000240
Apr 19,99,Keith Murray Featuring Def Squad,Yeah Yeah U Know It,Def Jam 000787
Apr 26,2,Lil’ Kim Featuring 50 Cent,Magic Stick,Queen Bee / Atlantic / Album Cut
Apr 26,10,Monica,So Gone,J 21260
Apr 26,16,R. Kelly Featuring Big Tigger,Snake,Jive 40108
Apr 26,32,Jimmy Wayne,Stay Gone,DreamWorks 000345
Apr 26,44,Da Brat Featuring Cherish,In Love Wit Chu,So So Def 52308
Apr 26,48,David Banner Featuring Lil’ Flip,Like A Pimp,SRC/Universal 000402
Apr 26,64,Avril Lavigne,Losing Grip,Arista 51025
Apr 26,66,StainD,Price To Play,Flip/Elektra Album Cut
Apr 26,84,Whitney Houston,Try It On My Own,Arista 51156
May 3,2,Lil Jon &amp; The East Side Boyz Featuring Ying Yang Twins,Get Low,BME/TVT 2377
May 3,4,American Idol Finalists,God Bless The U.S.A. (Proud To Be An American),RCA 51780
May 3,15,Jason Mraz,The Remedy (I Won’t Worry),Elektra Album Cut
May 3,22,Toby Keith Duet With Willie Nelson,Beer For My Horses,DreamWorks Album Cut
May 3,32,Jennifer Lopez,I’m Glad,Epic 79868
May 3,55,Heather Headley,I Wish I Wasn’t,RCA Album Cut
May 3,77,Dru Hill,I Love You,Def Soul 000785
May 3,91,Stagga Lee,Roll Wit M.V.P.,M.V.P. 01128
May 10,2,Ashanti,Rock Wit U (Awww Baby),Murder Inc. 00540
May 10,20,Jewel,Intuition,Atlantic 88108
May 10,65,Chevelle,Send The Pain Below,Epic Album Cut
May 10,77,Missy “Misdemeanor” Elliott,Pussycat,Gold Mind 67340
May 17,2,Chingy,Right Thurr,Disturbing Tha Peace 77995
May 17,9,Kelly Clarkson,Miss Independent,RCA Album Cut
May 17,52,Stacie Orrico,Stuck,Forefront 38869
May 17,88,Loon Featuring Kelis,How You Want That,Bad Boy 000430
May 17,90,Hitman Sammy Sam,Step Daddy,ColliPark 000434
May 24,1,Beyoncé Featuring Jay-Z,Crazy In Love,Columbia 79949
May 24,19,Train,Calling All Angels,Columbia Album Cut
May 24,20,Shania Twain,Forever And For Always,Mercury Album Cut
May 24,59,Jeff Bates,The Love Song,RCA Album Cut
May 24,76,"White Stripes, The",Seven Nation Army,Third Man Album Cut
May 31,3,50 Cent,P.I.M.P.,Shady 000888
May 31,3,Lumidee,"Never Leave You – Uh Oooh, Uh Oooh!",Universal 000652
May 31,16,Michelle Branch,Are You Happy Now?,Maverick Paid Download
May 31,25,Brooks &amp; Dunn,Red Dirt Road,Arista Nashville Album Cut
May 31,59,Craig Morgan,Almost Home,Broken Bow Album Cut
May 31,74,Ricky Martin,Tal Vez,Sony Discos Album Cut
Jun 7,13,Sean Paul,Like Glue,VP/Atlantic 88145
Jun 7,32,Ludacris,Act A Fool,Disturbing Tha Peace 000539
Jun 7,95,Freeway Featuring Peedi Crakk,Flipside,Roc-A-Fella 000428
Jun 7,99,Kiley Dean,Make Me A Song,Beat Club 000460
Jun 14,4,Fabolous Featuring Ashanti,Into You,Desert Storm Album Cut
Jun 14,4,Fabolous Featuring Tamia,Into You,Desert Storm 67452
Jun 14,5,Pharrell Featuring Jay-Z,Frontin’,Star Trak / Arista / 53004
Jun 14,8,"Black Eyed Peas, The",Where Is The Love?,A&amp;M 000714
Jun 14,8,Ginuwine,In Those Jeans,Epic Album Cut
Jun 14,22,Thalia Featuring Fat Joe,I Want You,Virgin 47305
Jun 14,31,Brad Paisley,Celebrity,Arista Nashville Album Cut
Jun 14,32,Aaliyah,Come Over,Blackground Album Cut
Jun 21,22,Dierks Bentley,What Was I Thinkin’,Capitol 77963
Jun 21,29,Buddy Jewell,Help Pour Out The Rain (Lacey’s Song),Columbia 79885
Jun 21,60,"All-American Rejects, The","Swing, Swing",Doghouse Album Cut
Jun 21,69,George Strait,Tell Me Something Bad About Tulsa,MCA Album Cut
Jun 28,1,"Nelly, P. Diddy &amp; Murphy Lee",Shake Ya Tailfeather,Bad Boy Soundtrack Cut
Jun 28,1,Clay Aiken,This Is The Night,RCA 51785
Jun 28,2,Ruben Studdard,Flying Without Wings,J 51786
Jun 28,13,Mya,My Love Is Like.. Wo,A&amp;M 000768
Jun 28,17,Alan Jackson &amp; Jimmy Buffett,It’s Five O’Clock Somewhere,Arista Nashville Album Cut
Jun 28,28,Kenny Chesney,"No Shoes, No Shirt, No Problems",BNA Album Cut
Jun 28,38,Luther Vandross,Dance With My Father,J 57595
Jun 28,45,Simple Plan,Addicted,Lava Album Cut
Jun 28,60,Pink Featuring William Orbit,Feel Good Time,Columbia Soundtrack Cut
Jul 5,14,Bow Wow Featuring Baby,Let’s Get Down,Columbia 79928
Jul 5,22,Mary J. Blige Featuring Method Man,Love At 1st Sight,Geffen 000954
Jul 5,70,Wynonna,What The World Needs,Asylum-Curb Album Cut
Jul 5,77,Tracy Byrd,The Truth About Men,RCA Album Cut
Jul 12,27,Tim McGraw,Real Good Man,Curb Album Cut
Jul 12,57,Brian McComas,99.9x Sure (I’ve Never Been Here Before),Lyric Street Album Cut
Jul 19,13,R. Kelly,Thoia Thoing,Jive 54283
Jul 19,52,Trace Adkins,Then They Do,Capitol Album Cut
Jul 19,86,Elephant Man,"Pon De River, Pon De Bank",VP 6404
Jul 26,8,Santana Featuring Alex Band,Why Don’t You &amp; I,Arista Promo Single (53233)
Jul 26,8,Santana Featuring Chad Kroeger,Why Don’t You &amp; I,Arista Album Cut
Jul 26,20,"Ataris, The",The Boys Of Summer,Columbia Album Cut
Jul 26,48,Linkin Park,Faint,Warner Bros. Album Cut
Jul 26,48,Good Charlotte,Girls And Boys,Daylight Album Cut
Jul 26,57,Tyrese,Signs Of Love Makin’,J Records 52518
Jul 26,72,Jane’s Addiction,Just Because,Capitol Album Cut
Aug 2,12,Christina Aguilera Featuring Lil’ Kim,Can’t Hold Us Down,RCA 54526
Aug 2,24,StainD,So Far Away,Flip/Elektra Album Cut
Aug 2,27,Justin Timberlake,Senorita,Jive Album Cut
Aug 2,69,Eagles,Hole In The World,ERC 70011
Aug 2,78,T.I.,24’s,Grand Hustle 88124
Aug 2,83,Tamia,Officially Missing You,Elektra 47436
Aug 9,4,YoungBloodZ Featuring Lil Jon,Damn!,So So Def 52215
Aug 9,14,Young Gunz,"Can’t Stop, Won’t Stop",Roc-A-Fella Album Cut
Aug 9,38,Korn,Did My Time,Immortal 79977
Aug 9,39,Martina McBride,This One’s For The Girls,RCA Album Cut
Aug 9,55,Clay Walker,A Few Questions,RCA Album Cut
Aug 9,58,Busta Rhymes,Light Your A** On Fire,Star Trak 54245
Aug 9,75,112 Featuring Super Cat,Na Na Na,Bad Boy 000940
Aug 9,79,Josh Kelley,Amazing,Hollywood 164074
Aug 16,1,Beyoncé Featuring Sean Paul,Baby Boy,Columbia 76867
Aug 16,30,Keith Urban,Who Wouldn’t Wanna Be Me,Capitol Album Cut
Aug 16,42,Hilary Duff,So Yesterday,Buena Vista 161014
Aug 16,67,Audioslave,Show Me How To Live,Interscope Album Cut
Aug 16,72,Joe Nichols,She Only Smokes When She Drinks,Universal South Album Cut
Aug 16,92,Nick Cannon Featuring B2K,Feelin’ Freaky,Nick 53700
Aug 16,95,Javier,Crazy,Capitol 52413
Aug 23,7,Nickelback,Someday,Roadrunner Album Cut
Aug 23,7,Baby Bash Featuring Frankie J,Suga Suga,Universal 001055
Aug 23,9,R. Kelly,Step In The Name Of Love,Jive 55572
Aug 23,18,Maroon5,Harder To Breathe,Octone Album Cut
Aug 23,32,Gary Allan,Tough Little Boys,MCA Nashville Album Cut
Aug 23,34,Rascal Flatts,I Melt,Lyric Street Album Cut
Aug 23,67,Billy Currington,Walk A Little Straighter,Mercury 000972
Aug 23,68,DMX,Where The Hood At?,Ruff Ryders 001048
Aug 23,81,Patty Loveless,Lovin’ All Night,Epic 79954
Aug 23,82,Erykah Badu,Danger,Motown 001052
Aug 23,95,Timbaland And Magoo Featuring Missy Elliott,Cop That Sh#t,Blackground 001609
Aug 23,97,Roc Project Featuring Tina Arena,Never (Past Tense),Tommy Boy 2401
Aug 30,5,3 Doors Down,Here Without You,Republic Universal Album Cut
Aug 30,7,Ashanti,Rain On Me,Murder Inc. 001107
Aug 30,33,John Mayer,Bigger Than My Body,Aware Album Cut
Aug 30,39,Pat Green,Wave On Wave,Republic Album Cut
Aug 30,59,Live,Heaven,Radioactive Album Cut
Aug 30,96,Nappy Roots,Roun’ The Globe,Atlantic 88228
Sep 6,1,Ludacris Featuring Shawnna,Stand Up,Disturbing Tha Peace 001183
Sep 6,6,Jagged Edge,Walked Outta Heaven,So So Def 76974
Sep 6,26,Toby Keith,I Love This Bar,DreamWorks Album Cut
Sep 6,29,Mary J. Blige,Ooh!,Geffen Album Cut
Sep 6,39,Marques Houston Featuring Joe Budden &amp; Pied Piper,Clubbin,T.U.G. Album Cut
Sep 6,54,Obie Trice,Got Some Teeth,Shady 001116
Sep 13,98,BT,Simply Being Loved (Somnambulist),Nettwerk 33190
Sep 20,18,Dido,White Flag,Arista 58336
Sep 20,3,Chingy Featuring Ludacris &amp; Snoop Dogg,Holidae In,Disturbing Tha Peace 52816
Sep 20,30,Stacie Orrico,(There’s Gotta Be) More To Life,Forefront 52925
Sep 20,32,Liz Phair,Why Can’t I,Capitol Album Cut
Sep 20,58,Kelly Clarkson,Low,RCA Album Cut
Sep 20,93,Dwele,Find A Way,Virgin 38865
Sep 27,1,OutKast Featuring Sleepy Brown,The Way You Move,Arista 55883
Sep 27,23,matchbox twenty,Bright Lights,Atlantic Album Cut
Sep 27,61,A Perfect Circle,Weak And Powerless,Virgin 38888
Sep 27,75,Monica,Knock Knock,J 57593
Sep 27,87,Ying Yang Twins,Naggin,ColliPark 2481
Sep 27,93,Saliva,Rest In Pieces,Island 001191
Sep 27,94,Elvis Presley,Rubberneckin’ (Paul Oakenfield Remix),RCA 54218
Oct 4,13,Avant,Read Your Mind,Magic Johnson 001449
Oct 4,57,Rodney Atkins,Honesty (Write Me A List),Curb 73149
Oct 4,3,Kelis,Milkshake,Star Trak 54243
Oct 4,38,George Strait,Cowboys Like Us,MCA Album Cut
Oct 4,76,50 Cent,If I Can’t,Shady Album Cut
Oct 4,97,"Rolling Stones, The",Sympathy For The Devil,ABKCO 9666
Oct 11,17,Murphy Lee Featuring Jermaine Dupri,Wat Da Hook Gon Be,Fo’ Reel 001451
Oct 11,21,Fountains Of Wayne,Stacy’s Mom,S-Curve Album Cut
Oct 11,71,MercyMe,I Can Only Imagine,INO 73150
Oct 18,1,OutKast,Hey Ya!,Arista 54962
Oct 18,19,Tupac Featuring The Notorious B.I.G.,Runnin’ (Dying To Live),Amaru 001678
Oct 18,27,Missy “Misdemeanor” Elliott,Pass That Dutch,Gold Mind 67506
Oct 18,65,Wyclef Jean Featuring Missy Elliott,Party To Damascus,J Records 54960
Oct 18,68,Pink,Trouble,Arista 58646
Oct 18,70,112 Featuring Ludacris,Hot &amp; Wet,Bad Boy 001150
Oct 18,82,M.V.P. Featuring Stagga Lee,"Roc Ya Body ‘Mic Check 1,2’",Casablanca 001366
Oct 18,82,Barenaked Ladies,Another Postcard (Chimps),Reprise 16537
Oct 18,89,Seal,Waiting For You,Warner Bros. 16574
Oct 25,14,Sheryl Crow,The First Cut Is The Deepest,A&amp;M Album Cut
Oct 25,41,Sarah McLachlan,Fallen,Arista 60143
Oct 25,35,Britney Spears Featuring Madonna,Me Against The Music,Jive 57998
Oct 25,44,Ja Rule,Clap Back,Murder Inc 001584
Oct 25,50,Bad Boy’s Da Band,Bad Boy This Bad Boy That,Bad Boy Album Cut
Nov 1,10,No Doubt,It’s My Life,Interscope Album Cut
Nov 1,13,G-Unit,Stunt 101,G-Unit 001601
Nov 1,24,Simple Plan,Perfect,Lava Album Cut
Nov 1,45,Montgomery Gentry,Hell Yeah,Columbia Album Cut
Nov 1,53,Chris Cagle,Chicks Dig It,Capitol Album Cut
Nov 1,78,Ginuwine,Love You More,Epic 76890
Nov 1,97,Big Tymers,This Is How We Do,Cash Money 001361
Nov 8,11,Linkin Park,Numb,Warner Bros. Album Cut
Nov 8,39,Brooks &amp; Dunn,You Can’t Take The Honky Tonk Out Of The Girl,Arista Nashville Album Cut
Nov 8,29,Kenny Chesney,There Goes My Life,BNA Album Cut
Nov 8,36,Michelle Branch,Breathe,Maverick 42689
Nov 8,53,Musiq,Forthenight,Def Soul 001649
Nov 8,61,Lonestar,Walking In Memphis,BNA Album Cut
Nov 15,3,Alicia Keys,You Don’t Know My Name,J Records 56599
Nov 15,4,Beyonce,"Me, Myself &amp; I",Columbia 76911
Nov 15,9,Ying Yang Twins Featuring Lil Jon &amp; The East Side Boyz,Salt Shaker,Collipark 2485
Nov 15,24,Nick Cannon Featuring R. Kelly,Gigolo,Nick 56646
Nov 15,10,Jay-Z,Change Clothes,Roc-A-Fella 001651
Nov 15,69,Trapt,Still Frame,Warner Bros. Album Cut
Nov 15,87,Fefe Dobson,Take Me Away,Island 001184
Nov 22,37,Clay Aiken,Invisible,RCA Album Cut
Nov 22,84,Too Short Featuring Lil Jon &amp; The East Side Boyz,Shake That Monkey,Short 55065
Nov 22,48,Joe,More &amp; More,Jive Album Cut
Nov 22,72,Puddle Of Mudd,Away From Me,Flawless Album Cut
Nov 22,91,Scotty Emerick with Toby keith,I Can’t Take You Anywhere,DreamWorks 001581
Nov 29,15,Kanye West,Through The Wire,Roc-A-Fella 001441
Nov 29,33,Christina Aguilera,The Voice Within,RCA Album Cut
Nov 29,51,Mya,Fallen,A&amp;M 001681
Nov 29,60,Tracy Byrd,Drinkin’ Bone,RCA Album Cut
Nov 29,55,Three Days Grace,(I Hate) Everything About You,Jive Album Cut
Nov 29,96,Smokie Norful,I Need You Now,EMI Gospel 77947
Dec 6,1,Twista Featuring Kenye West &amp; Jamie Foxx,Slow Jamz,Atlantic 88288
Dec 6,16,Eamon,F**k It (I Don’t Want You Back),Jive 56647
Dec 6,33,Westside Connection Featuring Nate Dogg,Gangsta Nation,Hoo-Bangin’ 53289
Dec 6,42,Bow Wow Featuring Jagged Edge,My Baby,Columbia 76779
Dec 6,56,Shania Twain,She’s Not Just A Pretty Face,Mercury Album Cut
Dec 6,83,Michael Jackson,One More Chance,Epic 76802
Dec 13,29,Alan Jackson,Remember When,Arista Nashville Album Cut
Dec 13,32,Tim McGraw,Watch The Wind Blow By,Curb Album Cut
Dec 13,38,Terri Clark,I Wanna Do It All,Mercury Album Cut
Dec 13,41,Mary J. Blige Featuring Eve,Not Today,Geffen Album &amp; Soundtrack Cut
Dec 13,72,Josh Turner,Long Black Train,MCA 000976
Dec 13,76,Marques Houston Featuring Jermaine “JD” Dupri,Pop That Booty,T.U.G. 67501
Dec 20,4,Cassidy Featuring R. Kelly,Hotel,Full Surface 56053
Dec 20,29,Jet,Are You Gonna Be My Girl,Elektra Album Cut
Dec 20,35,Brad Paisley,Little Moments,Arista Nashville Album Cut
Dec 20,59,B2K Featuring Fabolous,Badaboom,Epic 76716
Dec 20,64,"Offspring, The",Hit That,Columbia Album Cut
Dec 20,77,Trillville,Neva Eva,BME/Reprise 16505
Dec 27,14,Jessica Simpson,With You,Columbia 76710
Dec 27,28,Toby Keith,American Soldier,DreamWorks Album Cut
Dec 27,81,Ryan Duarte,You,Marque 001814
Dec 27,83,Lasgo,Alone,Robbins 72074
Dec 27,85,Big Tymers Featuring R. Kelly,Gangsta Girl,Cash Money 001355
