release_date,peak,artist,track,label
Feb 9,7,Tweet,Oops (Oh My),The Gold Mind/Elektra 67280
Feb 9,28,P.O.D.,Youth Of The Nation,Atlantic Album Cut
Feb 9,35,Kenny Chesney,Young,BNA Album Cut
Feb 9,35,Chris Cagle,"I Breathe In, I Breathe Out",Capitol Album Cut
Feb 9,72,Sharissa,Any Other Night,Motown 015378 Universal
Feb 16,1,Ashanti,Foolish,Murder Inc./Def Jam 588986
Feb 16,2,Fat Joe Featuring Ashanti,What’s Luv?,Terror Squad 85233
Feb 16,22,Ludacris Featuring Sleepy Brown,Saturday (Oooh! Ooooh!),Def Jam South 588875
Feb 16,26,Toby Keith,My List,DreamWorks Album Cut
Feb 16,46,iio,Rapture (Tastes So Sweet),Universal 015672
Feb 16,79,Amanda Perez,Never,Universal 015542
Feb 23,6,Michelle Branch,All You Wanted,Maverick Album Cut
Feb 23,12,Enrique Iglesias,Escape,Interscope Album Cut
Feb 23,28,Jaheim Featuring Next,Anything,Divine Mill Album Cut
Feb 23,37,Phil Vassar,That’s When I Love You, 
Feb 23,39,Tommy Shane Steiner,What If She’s An Angel,RCA Album Cut
Feb 23,55,Beanie Sigel &amp; Freeway,Roc The Mic,Roc-A-Fella/Def Jam Soundtrack Cut
Mar 2,5,Vanessa Carlton,A Thousand Miles,A&amp;M 497676
Mar 2,11,Busta Rhymes Featuring P. Diddy &amp; Pharrell,Pass The Courvoisier Part II,J 21154
Mar 2,22,Celine Dion,A New Day Has Come,Epic 79728
Mar 2,63,StainD,For You,Flip/Elektra Album Cut
Mar 2,64,Natalie Imbruglia,Wrong Impression,RCA Album Cut
Mar 2,68,Hoobastank,Crawling In The Dark,Island Album Cut
Mar 2,77,Darren Hayes,Insatiable,Columbia 79708
Mar 9,8,Pink,Don’t Let Me Get Me,Arista 15117
Mar 9,51,Nappy Roots,Awnaw,Atlantic 85222
Mar 9,85,X-Ecutioners,It’s Goin’ Down,Loud/Columbia 9133
Mar 9,98,Knoc-Turn’Al with Dr. Dre &amp; Missy “Misdemeanor” Elliott,Knoc,L.A. Confidential/Elektra 67290
Mar 16,2,P. Diddy Featuring Usher &amp; Loon,I Need A Girl (Part One),Bad Boy 79436
Mar 16,5,Jimmy Eat World,The Middle,DreamWorks Album Cut
Mar 16,9,Shakira,Underneath Your Clothes,Epic Album Cut
Mar 16,28,Alan Jackson,Drive (For Daddy Gene), 
Mar 16,35,Emerson Drive,I Should Be Sleeping,DreamWorks 450362
Mar 16,42,Nickelback,Too Bad,Roadrunner Album Cut
Mar 16,58,Maxwell,This Woman’s Work,Columbia EP &amp; Album Cut
Mar 16,86,Toya,No Matta What (Party All Night),Arista 15108
Mar 23,16,Musiq,Halfcrazy,Def Soul 588989
Mar 23,18,Goo Goo Dolls,Here Is Gone,Warner Bros. Album Cut
Mar 23,27,Avant,Makin’ Good Love,Magic Johnson Album Cut
Mar 23,79,Angie Stone,Wish I Didn’t Miss You,J 21149
Mar 23,85,Tanto Metro &amp; Devonte,Give It To Her,2 Hard/Shocking Vibes 6394 VP
Mar 30,12,Mary J. Blige Featuring Ja Rule,Rainy Dayz,MCA 155972
Mar 30,53,Naughty By Nature Featuring 3LW,Feels Good (Don’t Worry Bout A Thing),TVT 2344
Mar 30,55,Travis Tritt,Modern Day Bonnie And Clyde,Columbia Album Cut
Mar 30,59,India.Arie,Video,Motown Album Cut Universal
Mar 30,81,R. Kelly &amp; Jay-Z,Take You Home With Me,Roc-A-Fella/Jive/Def Jam 588988
Mar 30,92,Ms. Jade Featuring Tweet,Feel The Girl,Beat Club 497687
Apr 6,27,George Strait,Living And Living Well,MCA Nashville Album Cut
Apr 6,35,Steve Azar,I Don’t Have To Be Me (‘Til Monday),Mercury Album Cut
Apr 6,59,Alicia Keys,How Come You Don’t Call Me,J Album Cut
Apr 6,85,Cher,Song For The Lonely,Warner 42422
Apr 6,98,Cee-Lo,Closet Freak,Arista 15086
Apr 13,11,Big Tymers,Still Fly,Cash Money 860995
Apr 13,17,Sheryl Crow,Soak Up The Sun,A&amp;M Album Cut
Apr 13,21,Ja Rule Featuring Charli “Chuck” Baltimore,Down A** Chick,Murder Inc./Def Jam 588941
Apr 13,72,Lil Bow Wow,Take Ya Home,So So Def Album Cut
Apr 20,4,Cam’ron Featuring Juelz Santana,Oh Boy,Roc-A-Fella/Def Jam 582864
Apr 20,9,Truth Hurts Featuring Rakim,Addictive,Aftermath 497710
Apr 20,13,No Doubt,Hella Good,Interscope Album Cut
Apr 20,43,Nas,One Mic,Ill Will 79723
Apr 20,91,Brian McKnight Featuring Jermaine Dupri,Tell Me What’s It Gonna Be,Motown 015880 Universal
Apr 27,10,Jennifer Lopez Featuring NAS,I’m Gonna Be Alright,Epic 79759
Apr 27,34,B2K,Gots Ta Be,Epic 79719
Apr 27,54,Donell Jones,You Know That I Love You,Untouchables 15112 Arista
Apr 27,86,Britney Spears,Overprotected,Jive 40027
Apr 27,89,Remy Shand,Take A Message,Motown 015625 Universal
Apr 27,99,Raphael Saadiq Featuring D’Angelo,Be Here,Universal 015788
May 4,1,Nelly,Hot In Herre,Fo’ Reel 019279
May 4,7,Sean Paul,Gimme The Light,Black Shadow/2 Hard 6400
May 4,18,Brandy,Full Moon,Atlantic 85320
May 4,29,Brad Paisley,I’m Gonna Miss Her (The Fishin’ Song),Arista Nashville Album Cut
May 4,41,Paulina Rubio,Don’t Say Goodbye,Universal 015860
May 4,56,Ying Yang Twins,Say I Yi Yi,Koch 8404
May 4,70,System Of A Down,Toxicity,American Album Cut
May 4,94,Petey Pablo,I Told Y’all,Jive 40006
May 11,2,Eminem,Without Me,Web/Aftermath Album Cut
May 11,14,Dirty Vegas,Days Go By,Credence 77712 (Capitol)
May 11,36,Lonestar,Not A Day Goes By,BNA Album Cut
May 11,49,Ruff Endz,Someone To Love You,Epic Album Cut
May 11,54,Carolyn Dawn Johnson,I Don’t Want You To Go, 
May 11,63,Joe,What If A Woman,Jive Album Cut
May 18,3,Chad Kroeger Featuring Josey Scott,Hero,Columbia/Roadrunner Album Cut
May 18,37,Gary Allan,The One,MCA Nashville Album Cut
May 18,79,Scarface Featuring Jay-Z &amp; Beanie Sigel,Guess Who’s Back,Def Jam South 582865
May 18,98,B Rich,Whoa Now,Atlantic 85296
May 25,4,Mario,Just A Friend,J 21150
May 25,10,N.O.R.E.,Nothin’,Def Jam 582914
May 25,30,Clipse,Grindin’,Arista 15078
May 25,42,Khia Featuring DSD,"My Neck, My Back",Dirty Down 751136 Artemis
May 25,44,Craig David,Walking Away,Wildstar 85329
May 25,48,Brooks &amp; Dunn,My Heart Is Lost To You,Arista Nashville Album Cut
May 25,61,Puddle Of Mudd,Drift &amp; Die,Flawless/Geffen Album Cut
May 25,72,Korn,Here To Stay,Immortal Album Cut
May 25,74,Pilar Montenegro,Quitame Ese Hombre,Univison Album Cut
May 25,96,Jade Anderson,Sugarhigh,Columbia 79757
Jun 1,2,Avril Lavigne,Complicated,Arista 15185
Jun 1,8,Ashanti,Happy,Murder Inc./AJM 582935
Jun 1,8,DJ Sammy &amp; Yanou Featuring Do,Heaven,Robbins 72057
Jun 1,13,John Mayer,No Such Thing,Aware Album Cut
Jun 1,29,Joe Nichols,The Impossible,Universal South 172241
Jun 1,31,Tweet,Call Me,The Gold Mind/Elektra 67312
Jun 1,54,Kellie Coffey,When You Lie Next To Me,BNA Album Cut
Jun 8,4,"P. Diddy Featuring Loon, Mario Winans &amp; Tammy Ruggeri",I Need A Girl (Part Two),Bad Boy 79441
Jun 8,6,Creed,One Last Breath,Wind-up Album Cut
Jun 8,10,Ludacris Featuring Mystikal &amp; Infamous 2.0,Move B***h,Def Jam South 582948
Jun 8,22,Kenny Chesney,The Good Stuff,BNA Album Cut
Jun 8,23,Amerie,Why Don’t We Fall In Love,Rise 79774
Jun 8,25,Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",DreamWorks Album Cut
Jun 8,98,Isyss Featuring Jadakiss,Day + Night,Arista 15132
Jun 15,28,Darryl Worley,I Miss My Friend,DreamWorks Album Cut
Jun 15,34,Red Hot Chili Peppers,By The Way,Warner Bros. 38574
Jun 15,39,Dave Matthews Band,Where Are You Going,RCA Soundtrack &amp; Album Cut
Jun 22,6,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore &amp; Vita",Down 4 U,Murder Inc./Def Jam Album Cut
Jun 22,7,"Dixie Chicks, The",Long Time Gone,Monument 79790
Jun 22,15,Angie Martinez,If I Could Go!,Elektra 67311
Jun 22,72,Soluna,For All Time,DreamWorks 450836
Jun 29,23,Kylie Minogue,Love At First Sight,Capitol 77724
Jun 29,52,Andy Griggs,Tonight I Wanna Be Your Man,RCA Album Cut
Jun 29,77,Will Smith Featuring Tra-Knox,Black Suits Comin’ (Nod Ya Head),Columbia 79768
Jul 6,8,Pink,Just Like A Pill,Arista 15186
Jul 6,26,Tracy Byrd,Ten Rounds With José Cuervo,RCA Album Cut
Jul 6,26,Tim McGraw,Unbroken,Curb Album Cut
Jul 6,44,Hoobastank,Running Away,Island Album Cut
Jul 6,71,Lil Wayne,Way Of Life,Cash Money 060056 Universal
Jul 6,81,Marc Anthony,I’ve Got You,Columbia 79751
Jul 13,1,Nelly Featuring Kelly Rowland,Dilemma,Fo’ Reel 19509 Universal
Jul 13,2,Eve Featuring Alicia Keys,Gangsta Lovin’,Ruff Ryders 497817
Jul 13,28,Wyclef Jean Featuring Claudette Ortiz,Two Wrongs,Columbia 79776
Jul 13,50,Elvis Presley vs JXL,A Little Less Conversation,RCA 60555
Jul 13,70,Trick Daddy Featuring Cee-Lo &amp; Big Boi,In Da Wind,Slip-N-Slide 85333
Jul 13,74,Kelly Osbourne,Papa Don’t Preach,Epic 79794
Jul 20,21,Nappy Roots Featuring Anthony Hamilton,Po’ Folks,Atlantic 85323
Jul 20,22,Styles,Good Times,Ruff Ryders Album Cut
Jul 20,35,Sara Evans,I Keep Looking,RCA Album Cut
Jul 20,76,Papa Roach,She Loves Me Not,DreamWorks Album Cut
Jul 20,80,Trace Adkins,Help Me Understand,Capitol Album Cut
Jul 20,86,"Hives, The",Hate To Say I Told You So,Epitaph/Sire/Gearhead 024
Jul 20,87,Slum Village Featuring Dwele,Tainted,Barak/Priority 77750 Capitol
Jul 27,10,Daniel Bedingfield,Gotta Get Thru This,Island 570976
Jul 27,15,Ashanti,Baby,Murder Inc./AJM 063851
Jul 27,94,Filter,Where Do We Go From Here,Reprise 42444
Aug 3,4,Eminem,Cleanin’ Out My Closet,Web/Aftermath Album Cut
Aug 3,28,Beenie Man Featuring Janet,Feel It Boy,VP 38846 Virgin
Aug 3,33,Ginuwine,Stingy,Epic Soundtrack Cut
Aug 3,52,Bruce Springsteen,The Rising,Columbia 79788
Aug 3,58,3LW Featuring P. Diddy &amp; Loon,I Do (Wanna Get Close To You),Nine Lives 79769
Aug 3,73,Jack Johnson,Flake,Enjoy Album Cut Universal
Aug 3,75,Jimmy Eat World,Sweetness,DreamWorks Album Cut
Aug 10,8,Nivea Featuring Brian &amp; Brandon Casey,Don’t Mess With My Man,Jive 40041
Aug 10,28,Diamond Rio,Beautiful Mess,Arista Album Cut
Aug 10,62,Mark Chesnutt,She Was,Columbia Album Cut
Aug 10,69,Monica,All Eyez On Me,J 21181
Aug 17,20,Fabolous Featuring P. Diddy &amp; Jagged Edge,Trade It All (Part 2),Epic Soundtrack Cut
Aug 17,23,Keith Urban,Somebody Like You,Capitol Album Cut
Aug 17,55,System Of A Down,Aerials,American Album Cut
Aug 17,56,BBMak,Out Of My Heart (Into Your Head),Hollywood 169014
Aug 17,60,Faith Evans Featuring Missy “Misdemeanor” Elliott,Burnin’ Up,Bad Boy Album Cut
Aug 17,97,Yasmeen Featuring Ghostface Killah,Blue Jeans,Magic Johnson 155952
Aug 24,16,Aaliyah,I Care 4 U,Blackground Album Cut
Aug 24,30,Vanessa Carlton,Ordinary Day,A&amp;M 497761
Aug 24,35,Alan Jackson,Work In Progress,Arista Nashville Album Cut
Aug 24,44,Our Lady Peace,Somewhere Out There,Columbia Album Cut
Aug 24,48,Phil Vassar,American Child,Arista Nashville Album Cut
Aug 24,96,Whitney Houston,Whatchulookinat,Arista 15170
Aug 31,3,No Doubt Featuring Lady Saw,Underneath It All,Interscope 497768
Aug 31,3,"Cam’ron Featuring Juelz Santana, Freekey Zekev &amp; Toya",Hey Ma,Roc-A-Fella/Def Jam 063958
Aug 31,4,LL Cool J,Luv U Better,Def Jam 063956
Aug 31,21,Michelle Branch,Goodbye To You,Maverick Album Cut
Aug 31,33,Faith Hill,Cry,Warner Bros.
Aug 31,46,"Big Tymers Featuring Tateeze, Boo &amp; Gotti",Oh Yeah!,Cash Money 060065
Sep 7,9,Erykah Badu Featuring Common,Love Of My Life (An Ode To Hip Hop),Fox 113987
Sep 7,11,Justin Timberlake,Like I Love You,Jive 40054
Sep 7,17,Musiq,Dontchange,Def Soul 063790
Sep 7,45,Martina McBride,Where Would You Be,RCA Album Cut
Sep 7,55,Shakira,Objection (Tango),Epic Album Cut
Sep 7,64,Goo Goo Dolls,Big Machine,Warner Bros. Album Cut
Sep 7,85,New Found Glory,My Friends Over You,Drive-thru 113995
Sep 14,2,Missy “Misdemeanor” Elliott,Work It,The Gold Mind/Elektra 67340
Sep 14,10,Avril Lavigne,Sk8er Boi,Arista Album Cut
Sep 14,19,Clipse,When The Last Time,Arista 15154
Sep 14,83,Luther Vandross,I’d Rather,J 21220
Sep 14,88,Sheryl Crow,Steve McQueen,A&amp;M 497762
Sep 14,98,Donell Jones,Put Me Down,Untouchables 15165 Arista
Sep 21,7,"Dixie Chicks, The",Landslide,Monument 79857
Sep 21,1,Kelly Clarkson,A Moment Like This,RCA 60622
Sep 21,48,Christina Aguilera Featuring Redman,Dirrty,RCA 60669
Sep 28,30,Norah Jones,Don’t Know Why,Blue Note Album Cut Virgin
Sep 28,27,Kelly Rowland,Stole,Music World 79820
Sep 28,40,Montgomery Gentry,My Town,Columbia Album Cut
Sep 28,58,Disturbed,Prayer,Reprise Album Cut
Sep 28,77,U2,Electrical Storm,Interscope Album Cut
Sep 28,81,WC Featuring Nate Dogg,The Streets,Def Jam 063974
Sep 28,89,India.Arie,Little Things,Motown 019311
Sep 28,96,Avant,"Don’t Say No, Just Say Yes",Magic Johnson 113996
Oct 5,1,Eminem,Lose Yourself,Shady 497815
Oct 5,5,Santana Featuring Michelle Branch,The Game Of Love,Arista 15203
Oct 5,22,Toby Keith,Who’s Your Daddy?,DreamWorks Album Cut
Oct 5,23,George Strait,She’ll Leave You With A Smile,MCA Nashville Album Cut
Oct 5,23,Rascal Flatts,These Days,Lyric Street Album Cut
Oct 5,96,Pastor Troy Featuring Ms. Jade,Are We Cuttin’,MADD Society/Universal 019327
Oct 12,3,Jennifer Lopez Featuring Jadakiss &amp; Styles,Jenny From The Block,Epic 79825
Oct 12,13,Puddle Of Mudd,She Hates Me,Flawless/Geffen Album Cut
Oct 12,40,Tim McGraw,Red Rag Top,Curb Album Cut
Oct 12,43,Pearl Jam,I Am Mine,Epic 79809
Oct 12,54,Las Ketchup,The Ketchup Song (Hey Hah),Sony Discos/Columbia 79822
Oct 12,74,Mario,Braid My Hair,3rd Street Album Cut
Oct 12,82,Benzino,Rock The Party,Surrender/Elektra 67330
Oct 19,8,Madonna,Die Another Day,Warner Bros. 42492
Oct 19,29,matchbox twenty,Disease,Atlantic Album Cut
Oct 19,34,Shania Twain,I’m Gonna Getcha Good!,Mercury Album Cut
Oct 19,36,Erick Sermon Featuring Redman,React,J 21221
Oct 19,41,Oakenfold Featuring Shifty Shellshock,Starry Eyed Surprise,Maverick Album Cut
Oct 19,45,Nirvana,You Know You’re Right,DGC/Geffen Album Cut
Oct 19,77,Fat Joe Featuring Ginuwine,Crush Tonight,Terror Squad 85402
Oct 19,91,TRUSTcompany,Downfall,Geffen 497786
Oct 26,90,Heather Headley,He Is,RCA 60635
Oct 26,4,Jay-Z Featuring Beyonce Knowles,’03 Bonnie &amp; Clyde,Roc-A-Fella/Def Jam 063843
Oct 26,28,TLC,Girl Talk,Arista 15171
Oct 26,71,Isyss,Single For The Rest Of My Life,Arista 15166
Oct 26,97,Paulina Rubio,The One You Love,Universal 019280
Nov 2,18,John Mayer,Your Body Is A Wonderland,Aware Album Cut
Nov 2,35,Lasgo,Something,Robbins 72056
Nov 2,43,Foo Fighters,All My Life,Roswell/RCA Album Cut RCA
Nov 2,56,Stone Sour,Bother,Roadrunner Soundtrack &amp; Album Cut
Nov 2,59,Uncle Kracker,In A Little While,Lava Album Cut
Nov 2,73,B2K,Why I Love You,Epic Album Cut
Nov 9,2,R. Kelly,Ignition,Jive 40065
Nov 9,3,"Nelly Featuring Kyjuan, Ali &amp; Murphy Lee",Air Force Ones,Fo’ Reel/Universal 19509
Nov 9,27,Terri Clark,I Just Wanna Be Mad,Mercury 172262
Nov 9,46,Busta Rhymes Featuring Spliff Star,Make It Clap,J 21236
Nov 9,49,Red Hot Chili Peppers,The Zephyr Song,Warner Bros. Album Cut
Nov 9,71,Rebecca Lynn Howard,Forgive,MCA Nashville Album Cut
Nov 9,77,Snoop Dogg,From Tha Chuuuch To Da Palace,Doggystyle/Priority 77843 Capitol
Nov 9,86,Toni Braxton Featuring Loon,Hit The Freeway,Arista 15196
Nov 16,20,Pink,Family Portrait,Arista 51158
Nov 16,28,Jaheim Featuring Tha Rayne,Fabulous,Divine Mill Album Cut
Nov 16,33,Baby Featuring P. Diddy,Do That..,Cash Money/Universal 060079
Nov 16,34,Emerson Drive,Fall Into Me,DreamWorks Album Cut
Nov 16,72,Whitney Houston,One Of Those Days,Arista 15197
Nov 16,71,Lifehouse,Spin,DreamWorks 450803
Nov 23,2,Christina Aguilera,Beautiful,RCA 51195
Nov 23,4,3 Doors Down,When I’m Gone,Republic/Universal Album Cut
Nov 23,23,Mark Wills,19 Somethin’,Mercury Album Cut
Nov 23,42,Ja Rule Featuring Bobby Brown,Thug Lovin’,Murder Inc./Def Jam 063838
Nov 23,69,Audioslave,Cochise,Interscope Album Cut (Epic)
Nov 30,1,B2K Featuring P. Diddy,"Bump, Bump, Bump",Epic 79829
Nov 30,3,Aaliyah,Miss You,Blackground 000384
Nov 30,4,Kid Rock Featuring Sheryl Crow,Picture,Lava/Atlantic/Universal South Album Cut
Nov 30,4,Kid Rock Featuring Allison Moorer,Picture,Lava/Atlantic/Universal South 172274
Nov 30,13,50 Cent,Wanksta,Shady 497816
Nov 30,27,Eve,Satisfaction,Ruff Ryders Album Cut
Nov 30,56,Chevelle,The Red,Epic Album Cut
Nov 30,55,Kenny Chesney,A Lot Of Things Different,BNA Album Cut
Dec 7,4,Avril Lavigne,I’m With You,Arista 51024
Dec 7,25,Dru Hill,I Should Be..,Def Soul Album Cut
Dec 7,28,Blake Shelton,The Baby,Warner Bros. Album Cut WRN
Dec 7,19,2 Pac,Thugz Mansion,Amaru Album Cut
Dec 7,51,Amerie,Talkin’ To Me,Rise 79849
Dec 7,64,O-Town,These Are The Days,J Album Cut
Dec 7,75,Brooks &amp; Dunn,Every River,Arista Nashville Album Cut
Dec 14,18,Field Mob,Sick Of Being Lonely,MCA 113999
Dec 14,20,Good Charlotte,Lifestyles Of The Rich And Famous,Daylight Album Cut
Dec 14,36,LL Cool J Featuring Amerie,Paradise,Def Jam 063820
Dec 14,51,Saliva,Always,Island Album Cut
Dec 14,91,Kylie Minogue,Come Into My World,Capitol 77829
Dec 21,3,Justin Timberlake,Cry Me A River,Jive 40073
Dec 21,32,Nas,Made You Look,Ill Will Album Cut
Dec 21,65,Common Featuring Mary J. Blige,Come Close To Me,MCA 113957
Dec 21,87,Trick Daddy Featuring LaTocha Scott,Thug Holiday,Slip-N-Slide 85404
Dec 28,1,Jennifer Lopez Featuring LL Cool J,All I Have,Epic Album Cut
Dec 28,2,Ja Rule Featuring Ashanti,Mesmerize,Murder Inc./Def Jam 063773
Dec 28,8,Missy “Misdemeanor” Elliott Featuring Ludacris,Gossip Folks,The Gold Mind/Elektra 67356
Dec 28,38,Aaron Lines,You Can’t Hide Beautiful,RCA Album Cut
Dec 28,51,Queens Of The Stone Age,No One Knows,Interscope Album Cut
Dec 28,61,Seether,Fine Again,Wind-up Album Cut
Dec 28,78,Telepopmusik,Breathe,Catalogue 77870
Dec 28,81,Mariah Carey,Through The Rain,MonarC/Island 063904
