artist,artist_id
Mario,20s0P9QLxGqKuCsGwFsp7w
One Direction,4AK6F7OLvEQ5QYCBNiQWHq
Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm
Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i
Ciara,2NdeV5rLm47xAvogXrYhJX
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx
The Fray,0zOcE3mg9nS6l3yxt1Y0bK
Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz
Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj
Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS
The Calling,5aMmmNxw4vgpc5XC6hK0zp
Good Charlotte,5aYyPjAsLj7UzANzdupwnS
Daughtry,5P5FTygHyx2G57oszR3Wot
John Mayer,0hEurMDQu99nJRq8pTxO14
Five For Fighting,7FgMLbnZVrEnir95O0YujA
Boys Like Girls,0vWCyXMrrvMlCcepuOJaGI
BTS,3Nrfpe0tUJi4K4DXYWgMUX
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq
Khalid,6LuN9FCkKOj5PcnpouEgny
Alan Walker,7vk5e3vY1uw9plTHJAMwjN
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH
SZA,7tYKF4w9nC0nq9CsPZTHyP
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ
Taylor Swift,06HL4z0CvFAxyc27GXpf02
The Chainsmokers,69GGBxA162lTqCwzJG5jLp
Calvin Harris,7CajNmpbOovFoOoasH2HaY
Avicii,1vCWHaC5f2uS3yhpwWbIA6
Pedro Capó,4QVBYiagIaa6ZGSPMbybpy
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg
Daddy Yankee,4VMYDCV2IEDYJArk749S6m
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR
DJ Luian,64aJYyrXljOodnUG6jvhRD
Post Malone,246dkjvS1zLTtiykXe5h60
Tom Walker,7z2avKuuiMAT4XZJFv8Rvh
Nicky Jam,1SupJlEpv7RS2tPNRaHViT
Dynoro,3v6Ji4uoWtKRkhuDUaxi9n
Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD
Maluma,1r4hJ1h58CWwUQe3MxPuau
Mabel,1MIVXf74SZHmTIp4V4paH4
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI
Gaullin,1aQwKFn00nswXRDUDipm0K
Sia,5WUlDfRSoLAfcVSX1WnrxN
Kina,4qIVPF0s71ZYW3qzhu5GkF
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk
Marshmello,64KEffDW9EtZ1y2vBYgq8T
Ozuna,1i8SpTcr7yvPOmcqrbnVXY
KIDDO,5pXe6yFchq1oyYK3rq2A8i
TWICE,7n2Ycct7Beij7Dj7meI4X0
Simon Samaeng,7n4yZSvg16XY22sxvZzKfw
Martin Jensen,4ehtJnVumNf6xzSCDk8aLB
Lady Gaga,1HY2Jd0NmPuamShAr6KMms
Little Mix,3e7awlrlDSwF3iM0WBjGMp
Sam Smith,2wY79sveU1sp5g7SokKOiI
XO Cupid,1Fy4Vnoq3HspYLrgEs9VNc
Aaron Smith,77qukKzmdI5BeMBR7WGUrN
Becky G,4obzFoKoKRHIphyHzJ35G3
Louis Tomlinson,57WHJIHrjOE3iAxpihhMnp
Glowie,303SwmjLibkh8OJH5xxZOM
Smith & Thell,1ZrBGJWLL8NiAjgNifCy90
Lil Peep,2kCcBybjl3SAtIcwdWpUe3
MAX,1bqxdqvUtPWZri43cKHac8
French Montana,6vXTefBL93Dj5IqAWq6OTv
Bad Bunny,4q3ewBCX7sLwd24euuV69X
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx
Gesaffelstein,3hteYQFiMFbJY7wS0xDymP
Halsey,26VFTg2z8YR0cCuwLzESi2
Calboy,0HkcYmcjrBR3SCw9Ld5VZk
ZAYN,5ZsFI1h6hIdQRw2ti0hz81
Lauv,5JZ7CnR6gTvEMKX4g70Amv
Sasha Sloan,4xnihxcoXWK3UqryOSnbw5
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY
Anuel Aa,2R21vXR83lH98kGeO99Y66
Lennon Stella,1cZQSpDsxgKIX2yW5OR9Ot
Guy Sebastian,5PjekOABtfU2Kwo0AHVmci
Flipp Dinero,2HUwZ0kumzCSlhFcjFZfpp
ChocQuibTown,6tkyhGe9hGI3Lcfo4gVh6Z
Mau y Ricky,2wkoKEfS6dXwThbyTnZWFU
Jon Z,5bWUlnPx9OYKsLiUJrhCA1
21 Savage,1URnnhqYAYcrqrcwql10ft
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B
Polo G,6AgTAQt8XS6jRWi4sX7w49
Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ
DJ Khaled,0QHgL1lAIqAw0HtD7YldmP
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB
Sech,77ziqFxp5gaInVrF2lj4ht
Logic,4xRYI6VqpkE3UwrDrAZL8L
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF
Sigala,1IueXOQyABrMOprrzwQJWN
Madeon,4pb4rqWSoGUgxm63xmJ8xc
Herve Pagez,31JFnMfmvwzZGdEnXaKGek
Frans,1y5T3Prq30eW5RkpaUWNOQ
MEDUZA,0xRXCcSX89eobfrshSVdyu
Russ,1z7b1Pr1rSlvWRzsW3HOrS
Young Thug,50co4Is1HCEo8bhOyUWKpn
Katy Perry,6jJ0s89eD6GaHleKKya26X
Future,1RyvyyTE3xzB2ZywiAwp0i
Hogland,5s21IKPvmxRf9WxpO8H5UB
Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa
Drake,3TVXtAsR1Inumwj472S9r4
Ashley O,14scxEoUN7Dcx1m4EQ7oHe
Y2K,6USMTwO0MNDnKte5a5h0xx
Wiley,7k9T7lZlHjRAM1bb0r9Rm3
Ilkay Sencan,5deLgmgAEgy8UHOfJ9Dj8w
Maître Gims,0GOx72r5AAEKRGQFn3xqXK
Lizzo,56oDRnqbIiwx4mymNEv7dS
DJ Snake,540vIaP2JwjQb9dm3aArA4
DaVido,0Y3agQaa6g2r0YmHPOO9rh
Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo
Dayvi,2TWBei99x2tV70bdYbWdAf
Rick Ross,1sBkRIssrMs1AbVkOJbc7a
Ruel,5xkAtLTf309LAGZTbvULBn
Blue Ivy,3XV0lFzNs8BCTwhJTcMiBr
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ
Normani,2cWZOOzeOm4WmBJRnD5R7I
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK
BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd
Dvicio,2KxjMGXFgX1vt9grpbD3xI
Lola Indigo,3bvfu2KAve4lPHrhEFDZna
Leiva,5Hsv8dUHHOdnn72q4XIVz7
Ana Guerra,3MRynBsyLGzv3IQ9Fip6hO
Morat,5C4PDR4LnhZTbVnKWXuDKD
Adonay Santana,2UT4uT6JFXXzHgyITNvKDu
Sofia Reyes,0haZhu4fFKt0Ag94kZDiz2
Beret,0ZHPrnImGh4re3TbSNkoZl
Alle Farben,61ipISvUVa5LkJlKZnm3Oo
Lukas Graham,25u4wHJWxCA9vO0CzxAbK7
Manuel Carrasco,7qAoXV4U0qDxQAUqhszjAA
Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj
Sweet California,0D48D7HFC7NtWKftvsDIXq
Macaco,7mUBMaZW1MXGswaneb0JTT
Lester Williams,3V3FoZVMIZkrolqMyZk2Fd
Tara Mcdonald,2yWER4vAftcZCFPc7ednct
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF
Ana Mena,6k8mwkKJKKjBILo7ypBspl
Aitana,7eLcDZDYHXZCebtQmVFL25
HRVY,28y6CyJNkGNjJQKrlx4AmN
Melendi,1EXjXQpDx2pROygh8zvHs4
Mady Kohl,6Wv7D69W48pFayegdEjxZu
Blas Cantó,3IJtdFn9IKbFvNvZqOJA46
Bovie,37GC93B6pXWp7gOz6adiIZ
Miss Caffeina,1uvhwixGrZkuT2gpQQWgYb
Max George,1RDRqPYnN9dTo41jhKth2F
ISAK,0avR7AQoiuRhmnTScYtURa
Dani Fernández,0CVOcYvRcSvOXyuR4YGKaC
Ea Kaya,2cMDCP6zOLaPPbOXMD4193
Maggie Petkovic,4rmsluJ1ixlFq3ZoKrpsTn
Vanesa Martín,5kSJMVPcTITrSZxTrHllVN
Nathan Trent,6U4uEoS3ISgppqupG6GJoZ
Don Patricio,6vPXtLmNd3mW0dd1Rb9eQ9
Mahmood,06nvjg4wBANK6DCHjqtPNd
Sinsinati,2rGri7YZ2eiCS58zgvmlQb
OT,5Z2qwZm9NB9FeYDhw2fxA3
Alfred García,0CQgFG7XHyXRpSi24kl0cx
Pol Granch,1aMt4A5jrQHxDYyC7rXgV0
JST FRNDS,7liK6kUh6nKLH7NpvU1PLQ
thisisNAMASTE,4VYOfst5n6CAQy7cf9PV4d
YVR,42Wixprv3RQYct8e3nJO1S
Anitta,7FNnA9vBm6EKceENgCGRMb
On The Outside,13Li6fzmLzxxOzMEIRr0TN
SAARLOOS,5PkPEYDAzPR5pJhiqPCy6y
Bombai,4sbKCRFKQ8sAUn1pWR5iKZ
David Bisbal,5gOJTI4TusSENizxhcG7jB
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov
MATTN,1RQ3ZwCNI7KniEKIN5kkio
Naeman,2hIvmgGacBSX5BgmHiQHrX
Addictive Pandas,45gQz9hbdaEtWO9OsDHWD4
Tears For Fears,4bthk9UfsYUYdcFyqxmSUU
Bryan Adams,3Z02hBLubJxuFJfhacLSDc
Queen,1dfeR4HaWDbWqFHLkxsg1d
Kim Carnes,5PN2aHIvLEM98XIorsPMhE
Simple Minds,6hN9F0iuULZYWXppob22Aj
Soft Cell,6aq8T2RcspxVOGgMrTzjWc
Blondie,4tpUmLEVLCGFr93o8hFFIB
The Police,5NGO30tJxFlKixkPSgXcFE
Tom Petty,2UZMlIwnkgAEDBsw1Rejkn
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe
Freddie Mercury,4M1FpEWs2PeYfJe7xxJfhH
Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp
Bon Jovi,58lV9VcRSjABbAbfWS6skp
UB40,69MEO1AADKg1IZrq2XLzo5
Steve Winwood,5gxynDEKwNDgxGJmJjZyte
Billy Idol,7lzordPuZEXxwt9aoVZYmG
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ
Elton John,3PhoLpVuITZKcymswpck5b
Wang Chung,6Zh3xrWlA0SA9Fsfj9AVwm
The J. Geils Band,69Mj3u4FTUrpyeGNSIaU6F
The Go-Go's,2mG8HHQ9S9kcbjcrb5N1FE
General Public,6BZbe6PDrJgxiXZ3cIXA8o
The Human League,1aX2dmV8XoHYCOQRxjPESG
The Buggles,057gc1fxmJ2vkctjQJ7Tal
Journey,0rvjqX7ttXeg3mTy8Xscbt
Cher,72OaDtakiy6yFqkt4TsiFt
Pat Benatar,43mhFhQ4JAknA7Ik1bOZuV
Crowded House,7ohlPA8dRBtCf92zaZCaaB
Cutting Crew,3cniTumSiUysiPWXapGx1i
The Tubes,7zfhej6FnVXN9LIXs6dcoK
Howard Jones,6loBF9iQdE11WSX29fNKqY
John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH
Heart,34jw2BbxjoYalTp8cJFCPv
Don Henley,5dbuFbrHa1SJlQhQX9OUJ2
Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC
Asia,1bdytLV3FPjyhfrb6BhMej
Bob Seger,485uL27bPomh29R4JmQehQ
John Waite,2TPyCsRoh2tjeZLTQ2ojlj
Rick James,0FrpdcVlJQqibaz5HfBUrL
ABC,2s79xe5F6eUQkjwjww27Fh
Sammy Hagar,1hXjTjJzZTXDZ75AclOo6N
Naked Eyes,3C6chBmZ9wzisBhoh8G2nK
U2,51Blml2LZPmy7TTiAg47vQ
Poison,1fBCIkoPOPCDLUxGuWNvyo
Olivia Newton-John,4BoRxUdrcgbbq1rxJvvhg9
Glenn Frey,3vMWY1bUrmYoSoEWLiQWOZ
Billy Squier,3Fz2GbraVXhcpXnoi2Oe1r
Paul McCartney,4STHEaNw4mPZ2tzheohgXB
Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk
R.E.M.,4KWTAlx2RvbpseOGMEmROg
Suzanne Vega,3X0tJzVYoWlfjLYI0Ridsw
Rockwell,3xs0LEzcPXtgNfMNcHzLIP
Richard Marx,0grdhNhiRLFBaFVyybqsj6
Sheriff,5jllns7VtBfhF3AyjvZP8d
Benny Mardones,6ZalUpnU8HaHSjROM92Txw
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT
Orchestral Manoeuvres In The Dark,7wJ9NwdRWtN92NunmXuwBk
Animotion,6eQHjJJa52LUGjBKP5UPos
Level 42,0L9xkvBPcEp1nrhDrodxc5
The Fixx,53RkHTcl0SJZjpzqogkBf4
Eurythmics,0NKDgy9j66h3DLnN8qu1bB
Dead Or Alive,5WWSL6rElJeUk3Uc1S2RyD
The Clash,3RGLhK1IP9jnYFH4BRFJBS
AC/DC,711MCceyCBcFnzjGY4Q7Un
Survivor,26bcq2nyj5GB7uRr558iQg
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H
Joan Jett & The Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K
Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP
George Michael,19ra5tSw0tWufvUp8GotLo
Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW
The Pointer Sisters,2kreKea2n96dXjcyAU9j5N
DEVO,0UKfenbZb15sqhfPC6zbt3
Men At Work,0f3EsoviYnRKTkmayI3cux
New Kids On The Block,55qiaow2sDYtjqu1mwRua6
The Stone Roses,1lYT0A0LV5DUfxr6doRP3d
Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU
Wham!,5lpH0xAS4fVfLkACg9DAuM
Rick Astley,0gxyHStUsqpMadRV0Di1Qt
The Outfield,1zxDewzd2j1ZdSBGaYcr0y
Nena,6Tz0QRoe083BcOo2YbG9lV
Scorpions,27T030eWyCQRmDyuvr1kxY
A Flock Of Seagulls,0uAjBatvB4ubpd4kCfjmNt
Starship,0kObWap02DEg9EAJ3PBxzf
Alice Cooper,3EhbVgyfGd7HkpsagwL9GS
The Romantics,3daM7asS0gCFvyLemNx2EE
Billy Ocean,5IDs1CK15HegSAhGEbSYXo
Bill Medley,1XE70WwxhnrXNAJYQQ9ygx
Run–D.M.C.,3CQIn7N5CuRDP8wEI7FiDA
Europe,7Js6Lde8thlIHXggv2SCBz
Matthew Wilder,3bmFPbLMiLxtR9tFrTcKcP
Deniece Williams,5jNGQ7VOU87x5402JjhTtd
REO Speedwagon,55vs7NT1KxcFjbMC4y202E
Berlin,2aS6jYh7ysTL1ZUsHneNgM
Quiet Riot,1dLWg6m8RRhizsdqJbhyj3
Loverboy,2CLVPk9FcywjClBcTvWPkT
Steve Perry,5xQKoGD7Ql92fWd1uWwKkf
"Ray Parker, Jr.",0NyzfcGDZZ6GM25EBG9BYK
Eddie Money,4Tw2N3wdvJPGEU7JqMxFfE
Roy Orbison,0JDkhL4rjiPNEp92jAgJnS
Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2
The Bangles,51l0uqRxGaczYr4271pVIC
The Who,67ea9eGLXYMsO2eYQRui3w
Teena Marie,61UT1Zj9dFgPAjZfwnsqsb
"""Weird Al"" Yankovic",1bDWGdIC2hardyt55nlQgG
Gaten Matarazzo,5TLldRzO16khcP3zwBsBB6
Corey Hart,0smy8yDrRoI4CnhpOuthg0
Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR
TLC,0TImkz4nPqjegtVSMZnMRq
Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP
Fugees,2WKdxPFRD7IqZvlIAvhMgY
Will Smith,41qil2VaGbD194gaEcmmyx
Lou Bega,46lnlnlU0dXTDpoAUmH6Qx
Santana,6GI52t8N5F02MxU0g5U69P
Spin Doctors,2PSiyldxmJze7xiqbz658m
Crazy Town,4iSKnRZAxkmqNok6tv10Se
Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ
Spice Girls,0uq5PttqEjj3IH1bzwcrXF
Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ
Kurt Hugo Schneider,2BHswvFd8tMBizVWGcAMLm
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl
Tal Bachman,3KEb1kbIZN5jumsjFEWgSW
Incubus,3YcBF2ttyueytpXtEzn1Za
Len,6oMfS8fHX0CyDwRptywVjr
LFO,1FizW0swe8ODtXvEOHXbHX
Savage Garden,3NRFinRTEqUCfaTTZmk8ek
Pras,0kJMPTXq7h3ztpDukSx5iD
Kris Kross,2zrZfs23sjuHDv4E6YRmNf
Ini Kamoze,1VJspRsoC6c0bvqhnSiFCs
Macy Gray,4ylR3zwA0zaapAu94fktwa
Dido,2mpeljBig2IXLXRAFO9AAs
Ace of Base,5ksRONqssB7BR161NTtJAm
Ginuwine,7r8RF1tN2A4CiGEplkp1oP
Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L
Robyn,6UE7nl9mha6s8z0wFQFIZ2
R. Kelly,2mxe0TnaNL039ysAj51xPQ
Céline Dion,4S9EykWXhStSc15wEx8QFK
Cypress Hill,4P0dddbxPil35MNN9G2MEX
Lit,5mgr0FFpvy267wKVAYg8qp
Jamiroquai,6J7biCazzYhU3gM9j1wfid
3T,5rAaG3OuMuWvPWYji9TDgh
Pearl Jam,1w5Kfo2jwwIPruYS2UWh56
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD
Westlife,5Z1CCuBsyhEHngq3U5IraY
Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS
Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg
Des'ree,73ZPfpfg1LBVvDEArK4l5B
Toni Braxton,3X458ddYA2YcVWuVIGGOYe
Rob Base & DJ EZ Rock,6vwFR7NilfrQ4AX0d41fWu
Fuel,0EyuKHE1AeE9lWUF8mzKVp
Eve 6,4Eqd24yS5YcxI8b6Xfuwr8
A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa
The Cardigans,1tqZaCwM57UFKjWoYwMLrw
No Doubt,0cQbJU1aAzvbEmTuljWLlF
The Verve Pipe,242iqFnwNhlidVBMI9GYKp
Counting Crows,0vEsuISMWAKNctLlUAhSZC
Soul Asylum,02da1vDJ2hWqfK7aJL6SJm
Chumbawamba,0TcYeHEK9sBtv7xPbKhzHz
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj
Warrant,7HLvzuM9p11k9lUQfSM4Rq
Shawn Colvin,0K7VN4aHxHcEb7PqkfoIVA
Sophie B. Hawkins,3gdIwZY6Q3RXhDteYr4ZvC
Cake,6A43Djmhbe9100UwnI7epV
Sade,47zz7sob9NUcODy0BTDvKx
Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL
Vertical Horizon,6Hizgjo92FnMp8wGaRUNTn
Wyclef Jean,7aBzpmFXB4WWpPl2F7RjBe
Crash Test Dummies,1YEGETLT2p8k97LIo3deHL
Aaliyah,0urTpYCsixqZwgNTkPJOJ4
Groove Theory,7opRqRgF9lvnVraBFCMvIj
Ghost Town DJs,4JbmXqez7WvTggoxn3UpVT
Toad The Wet Sprocket,4j7EVY3kuDwLPfD2jfC7LC
Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1
Eagle-Eye Cherry,3ngKsDXZAssmljeXCvEgOe
Sarah McLachlan,4NgNsOXSwIzXlUIJcpnNUp
Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD
Beck,3vbKDsSS70ZX9D2OcvbZmS
Sublime,0EdvGhlC1FkGItLOWQzG4J
