"","id","lyrics","artist","song","album","genre","year"
"10686",10685,"Amber circles stretch astonishing Silencing glassy water where we've never been Backwards Shining waves within each other spin No one sees them On the rocks the feeling's sinking in Reckless I wanna weep I wanna run I wanna stop the sun from setting oh don't let it go Take this kiss I'm blowing through this dream Silently All alone you find out what it means Oh love I wanna weep I wanna run I wanna stop the sun from setting oh don't let it go I wanna spin I wanna whirl I wanna stop the world from getting cold Don't let it go Baby It's alright I will not forget We'll close it down We'll come back I will not forget I will not forget While I trace another full moon Moving us backwards Still the night If I could change this restless blindside longing Wouldn't I Oh I would I wanna weep I wanna run I wanna stop the sun from setting oh don't let it go I wanna spin I wanna whirl I wanna stop the world from getting cold Don't let it go","Dead_Prez","Be Healthy","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10687",10686,"You look like you Rented a smile From someone but you Rented the wrong size Take it back You should take it back BURY IT That's not what you want That's not what you want Cause that would grow more That's not what you want That's not what you want We still have The element Of surprise Defence shields DOWN Return to energiser Return to energiser Return to energiser Return to energiser Wave your bloody white flags Surrender Give in That's not what you want That's not what you want That's not what you want That's not what you want That's not what you We still have The element Of surprise Defence shields Down Return to energiser Return to energiser Return to energiser Return to energiser Return to energiser Return to energiser Return to energiser Return to energiser And all hell breaks loose when you're here And all hell breaks loose when you're here And all hell breaks loose when you're here And all hell breaks loose when you're here bZane Lowe BBC Session Versionb You look like you Rented a smile From someone but you Rented the wrong size Take it back You should take it back BURY IT That's not what you want That's not what you want Cause that would grow more That's not what you want That's not what you want We still have the element of surprise defence shields DOWN Return to energiser x4 Wave your bloody white flags surrender give in that's not what you want x4 that's not what you We still have the element of surprise defence shields down Return to energiser x8 And all hell breaks loose when you're herex4","Dead_Prez","We Want Freedom","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10688",10687,"When I grow up I'm gonna buy me a gun Sit on the porch and shoot someone Here are your children See what you have done When I grow up I'm gonna buy a gun","Dead_Prez","Mind Sex","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10689",10688,"Going downtown tonight I got the paycheck cashed and my buddies and me are on fire Start the weekend off right I got my car jacked up and the boys are in the back gettin' higher Oh we're gonna kick it up get it for you tonight Watch out for the working boys Watch out for the working boys Workin' so hard brings us down so we get crazy when the weekend comes around Yes we're going downtown They might throw us out but they're never gonna slow us down Tell all your friends to hang around We're gonna give 'em a show We're gonna let 'em know we're in town We've got dirty nails we got greasy hair we don't look for trouble but it sure as hell doesn't scare us Watch out for the working boys Watch out for the working boys We work so hard all week long you better watch it when the weekend comes cause we get crazy when the weekend comes you better watch us when the weekend comes around","Dead_Prez","Assassination","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10690",10689,"strike this match and let loose the oven's breath up the volume that flirts with the UHF swipe the magnets on the audio tape these arsons of grand larceny keep running keep running in place achilles tendon severed from the race quick to the throat in this ink cartridge funeral the marble caps lock zip code affiliate you've got a run on your pharmaceuticals you better change it before the night grows old set the temperature on delete keep running keep running in place let's hit the neighborhood today quick to the throat in this ink cartridge funeral marble caps lock zip code affiliate you've got a run on your pharmaceuticals you better change it before the night grows old you've got a run on your pharmaceuticals you better change it before the night grows old prescriptions filled now cut your suit and tie cuticles you cut your fingernails way too short what if forensics finds the answers what if they stole my fingerprints where did i leave my book of matches we'll find you what if forensics finds the answers what if they stole my fingerprints where did i leave my book of matches we'll find you we'll find you what if forensics finds the answers what if they stole my fingerprints where did i leave my book of matches we'll find you what if forensics finds the answers what if they stole my fingerprints where did i leave my book of matches we'll find you","Dead_Prez","Behind Enemy Lines","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10691",10690,"Who's got what it takes To be my guy What it takes To make me shine What it takes To get me fired up Who's got what it takes To be my beau What it takes To make me blow What it takes To make this beat flow Everyone talks about what they think they need They're makin' up a list of things One two three Everyone is different But what we can agree Every girl wants a boy to treat her sweet Don't think that being mean will get you any where Don't think that acting cool will me wanna care I need your respect if you're gonna be the one And if you must apply then try to get the job done Who's got what it takes To be my guy What it takes To make me shine What it takes To get me fired up Who's got what it takes To be my beau What it takes To make me blow What it takes To make this beat flow Talk can be so cheap So I just look for action Be good to me If you want my attraction Maybe I just want to much but I don't really care I know I'm worth it And I know he's out there Wait wait you might be a contender Hey hey can I borrow your sweatshirt Normally I'm not the one to say hello first But if I didn't I might miss out and that might hurt Who's got what it takes To be my guy What it takes To make me shine What it takes To get me fired up Who's got what it takes To be my beau What it takes To make me blow What it takes To make this beat flow I been contemplating What it takes to make me Give my heart Could you be the one Standing in the crowd I'm waiting to find out I'm waiting waiting waiting oh Who's got what it takes To be my guy What it takes To make me shine What it takes To get me fired up Who's got what it takes To be my beau What it takes To make me blow What it takes To make this beat flow Who's got what it takes To be my guy What it takes To make me shine What it takes To get me fired up Who's got what it takes To be my beau What it takes To make me blow What it takes To make this beat flow","Dead_Prez","Police State","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10692",10691,"Wake up When will things be good enough for you To see all that we can be I'm sick of playin' games And actin' like we never care That we're never there We pay attention for only seconds Look at you Look at me There's never any us Can't you see all we can become We can shine like the sun If we believe that 2 stars are brighter than one C'mon c'mon c'mon Look at you C'mon c'mon c'mon Look at me Listen the way we feel is not just About you or me It's the harmony Just give in Cause together we'll be brighter than just any star A work of art We'll make the sky bright We'll light it you and I Look at you Look at me There's never any us Can't you see all we can become We can shine like the sun If we believe that 2 stars are brighter than one C'mon c'mon c'mon Look at you C'mon c'mon c'mon ook at me Is it too much ask That you put us first Oh I feel like we're last in our universe And that's not where we ought to be Look at you Look at me There's never any us Can't you see all we can become We can shine like the sun If we believe that 2 stars are brighter than one Look at you Look at me There's never any us Can't you see all we can become We can shine like the sun If we believe that 2 stars are brighter than one C'mon c'mon c'mon Look at you C'mon c'mon c'mon Look at me C'mon c'mon c'mon Look at you C'mon c'mon c'mon Look at me","Dead_Prez","Hip-Hop","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10693",10692,"Zelda You asked me to wake you If I woke up before you And you were still stuck inside I'm here to tell you We're not awake yet Zelda We live between two worlds A tunnel with two lights Pitch black in the middle Like a dream's dream A copy's copy Zelda It's just not important The small things we suffer They're infinitesimal We swim in an ocean It swims between us","Dead_Prez","'They' Schools","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10694",10693,"Wait in the dark for me Wait til you hear my feet Through amp through they wanna walk all over you Run where they cant follow Wait underwater with me Swim til youre halfasleep Through amp through they wanna sink and maroon you Float on your back Take me closer to truth but much much further Through amp through Im the ocean under you Float on your back Take me closer to truth but much much further Closer to truth But much much further","Dead_Prez","I'm A African","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"10695",10694,"You get to the gate You know you'll be late It's for your own good It's for your own good You're likely to make the grandest mistakes You suffer alone In the skin and the bone Let's sharpen those New sets of arrows For the next generation Of playground martyrs And join in the game Of intolerable shame 'Cos everyone shares In the sins of their father's School bell rings Single file in Trade you my unhappily everafters So bring out those things To hammer the wings Of the next generation Of playground martyrs","Dead_Prez","Wolves","Dead_Prez:Let%27s_Get_Free_(2000)","Underground Hip Hop","2000"
"14929",14944,"These are the given lyrics for this song but to my ears most of the first verse sounds to me to be in German This is the story of a lonely man Who's seen the world From Japan to Afghanistan Hey Ho Everybody thought that I was gone for good But I'm back understood Hey Ho I've been through the snow and the storm Felt the cold No one to keep me warm Agony and pain Falco rides again Bang bang I won't break I won't bend Falco rides again It's me and my gang I came back just like a boomerang I'll fight 'till the end Falco rides again I've been up I've been down I've been pushed around Beated mistreated Gagged and bound Hey Ho Not a soul in the world thought I would survive Took every muscle in my body to stay alive Hey Ho I'll break down the walls No more defeat I want the taste of victory Revenge is sweet rides again","Big_Scoob","Take Me Away","Big_Scoob:Damn_Fool_(2011)","Underground Hip Hop","2011"
"14930",14945,"I'm dealing from the bottom And you don't stand a chance There's the dead man's hand again When the deck is stacked against you You can always fold your hand If you think it's worth the pain When the chips are down I'm gonna call You know I always will Bring your money 'round Let's call the call There's the dead man's hand again Down and dirty Down and dirty Down and dirty Down and dirty There from the bottom Don't stand a chance The dead man's hand again They're stacked against you You can make your stand If you think it's worth the pain Down and dirty Down and dirty Down and dirty Down and dirty I've known winners and losers too Ain't no difference between the two You bet your life I've seen it all before Some leave rich oh most leave poor Ain't no winners I've seen winners and losers too Ain't no difference between the two Bet your life I've seen it all before Some leave rich oh most leave poor Ooooh Yeah Down and dirty Hello baby Down and dirty My name is Lucifer Down and dirty And I hear you like to gamble baby Down and dirty With me you don't need no money baby Down and dirty Just your soul Ha ha Down Dirty","Big_Scoob","Drunk &amp; Stupid","Big_Scoob:Damn_Fool_(2011)","Underground Hip Hop","2011"
"14931",14946,"Oh yeah baby whoo A gypsy woman told my mama on the night I was born You got a boychild coming gonna be a sonofagun Gonna make the pretty woman Lord jump and shout You know he's gonna show them all what it's all about Because I am Oh everybody knows I am I'm the Hoochie Coochie Man Everybody knows that I am So on the seventh hour of the seventh day Of the seventh month seven doctors say He was born for good luck Lord can't you see I got seven hundred dollars in my pocket baby Don't you mess with me Because I am Lord everybody knows I am Ohw I'm the Hoochie Coochie Man Lord everybody knows that I am Yeaheeyeaheeyeaheeyeaheeyeaheeyeaheeyeah I am the Hoochie Coochie Man Oh alright yeah I got a black cat bone I got a mojo tooth I got a sharp straight razor I'm about to fk with you I was born for good luck Lord can't you see I got seven hundred dollars in my pocket baby Now don't you mess with me Because I am Oh everybody knows I am Oh yeah baby I'm the Hoochie Coochie Man Everybody knows that I am Ooohh Yeah","Big_Scoob","All I Kno Is Hood","Big_Scoob:Damn_Fool_(2011)","Underground Hip Hop","2011"
"16124",16139,"Baby i wanna tell you something Just a word and it's no lie I got so much feeling in side of me Baby our love will last forever Through the changes of the heart Through the lonely nights whenever we're far apart Before we say goodbye All i wanna say is i I just wanna give you something to remember me by Something that lasts forever Coz our love is for all time Baby i may be gone tomorrow But i'm here with you tonight I'll be holding you 'till morning light And baby i'm gonna watch you wake up Scattered clothes across the floor And hear you whisper to me love me again once more Before we say goodbye All i wanna say is i I just wanna give you something to remember me by I won't be gone forever And our love is for all time I wanna give you something to remember me by Something to remember further on down the line Something to remember me by Bye bye","Tech_N9ne","Midwest Choppers 2","Tech_N9ne:Sickology_101_(2009)","Underground Hip Hop","2009"
"16125",16140,"We're gonna have a bash and we're glad you finally got here Coz we're already trashed and the band is really hot here We're gonna dance our heads off and we're gonna keep it tight If we keep ourselves together we might make it through the night Ghouls gone wild wilder than before We had a little taste and now we need a little more Ghouls gone wild screaming in the night We're feeling kinda hungry and we came in for a bite Ghouls Ghouls We're gonna raise some hell yeah we're gonna rock and roll here And my sulphur that you smell well it adds a little soul here We're dancing on your grave and we're dancing in the street We're dancing through the fire and it's burning up our feet burning up our feet Ghouls gone wild wilder than before We had a little taste and now we need a little more Ghouls gone wild screaming in the night We're feeling kinda hungry and we came in for a bite Ghouls Ghouls So exciting when we're biting Come on and play whatdaya say Ghouls gone wild wilder than before We had a little taste and now we need a little more Ghouls gone wild screaming in the night We're feeling kinda hungry and we came in for a bite Ghouls Ghouls Ghouls Ghouls Ghouls Ghouls","Tech_N9ne","Sickology 101","Tech_N9ne:Sickology_101_(2009)","Underground Hip Hop","2009"
"18937",18963,"The Vesta is landing The Vesta is landing Without a captain Without a crew Down in the hole Tied to the wheel This ship of death This ship is filled with rats You better find your mother You better look for cover We make a choice We make it every day To get up in the morning And to bear away And to bear away Bear away You better find some cover You better outlive your mother Bear away You better find some Cover This ship of death This ship has a new captain This ship is landing We don't need a dock though We need a sacrifice We need a sacrifice You better hide your babies Until morning Bear away We make a choice We make it every day Bear away To get up in the morning To bear away Bear away Bear away bear away Bear away Bear away bear away Bear away Bear away bear away Bear away You better outlive your mother You better outlive your mother YOU BETTER OUTLIVE YOUR MOTHER Bear away Turn up the lamppost Bear away Stay out of the shadows Bear away This is a plague like no other Bear away We need a martyr Bear away We need a victim Bear away We need a sacrifice Bear away Pray before sundown Bear away Send your children to grandmas Bear away Nail a cross to the door Bear away Bear away bear away Bear away Bear away bear away Bear away Bear away bear away Bear away","Irv_Da_Phenom","E.B.K.Y.","Irv_Da_Phenom:American_Idol_Reject_(2009)","Underground Hip Hop","2009"
"19476",19502,"music O N Schmid lyrics Ch Schmid O never o never I could imagine How you O leave o leave This for us and for us And for a while For a while to break","Sadistik","The Exception To Everything","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19502",19528,"You say that I'm no good that I got no goals in my life No plans to break free just trying to stay alive All roads are closed to a better life for me But why can't you realize that that's the way it's gotta be Hell is for heroes I've been playing with fire all my life but I never get burned For a long time you've been telling me the tables will turn This is me this is what I am the life I lead every day So don't even bother stop trying it's too late to change my ways Hell is for heroes You say that I'll go down to hell I have to be aware But haven't you noticed only heroes go there After all the things I've done an all the things I've said I really do feel that hell ain't so bad Hell is for heroes","Sadistik","November","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19503",19529,"I never thought I'd feel this way I never thought I'd hear me say You finally made my life complete You're all that matters you're all I need Strength to Live I'd do anything for you Strength to Live That you want me to Strength to Live No mountain is to high Strength to Live Fo you I'd die You make me happy with the laugh on your face A ray of light in this fuckedup place No mountain is too high to climb for you Forever I'll be there for you","Sadistik","Angel Eyes","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19504",19530,"I remember their stories they still remember their time They still see all the pictures of those glorious times It seems so far away but really it's not They built up this country that's now left to rot Downfall of the working man Three was a time when working class filled this nation with pride All these corrupt rotten politicians have pushed it all aside Like a cancer it's spreading they're taking it all one by one Taking away our rights and liberties until it's all gone Downfall of the working man So the story goes there's not much left to fight for All the working mans rights have been taken away before Hey Mr Politician just listen to what I have to say You're takin' it all you're takin' it all you're takin' it all away Downfall of the working man","Sadistik","Writes Of Passage","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19505",19531,"Well this here is an song for all the people with a heart Who've always believed in us right from the start Fifteen years on it's been a long long way We've been trough good and bad together I would miss it for a day This is a dedication to all who were always there For having belief in us and that you really care What this means to me no words can ever describe Nothing is more important than having you on our sides This one's for you this one's for me This one's for all people who've always had the belief We survived all rumors we survived all lies We're still here with our heads up high It was a long road but we made it in the end We never could've done it without you my friends","Sadistik","Murder Of Crows","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19506",19532,"I'm gonna wait till the midnight hour That's when my love comes tumbling down I'm gonna wait till the midnight hour When there's no one else around I'm gonna take you girl and hold you And do all the things I told you In the midnight hour yes I did I'm gonna wait till the stars come out And see that twinkle in your eye I'm gonna wait till the midnight hour That's when my love begins to shine You're the only girl I love Yeah and I love you so In the midnight hour oh the midnight hour I'm gonna wait till the midnight hour That's when my love comes tumbling down I'm gonna wait till the midnight hour That's when my love begins to shine Just you and I just you and I Just you and I in the midnight hour In the midnight hour the midnight hour The midnight hour the midnight hour The midnight hour the midnight hour","Sadistik","Absolution","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19507",19533,"Yea I admit you've got the biggest brown eyes And you know how to part your lips to tantalize Sure You can get any man you want goin and ya do it And don't say you don't know Ya do Well baby I aint gonna eat out my heart anymore I aint gonna eat out my heart anymore so quit it I love you I love you I do girl But you aint gonna cheat on me I need ya I need ya I do girl Choooose is it him or me Yea Suppose I aint been sayin girl You should be ashamed of what I been seeing BAD Yea You better watch your step or girl you can bet Your gonna loose the best thing you've ever had Well baby I aint gonna eat out my heart anymore Aint gonna eat out my heart anymore Quit it I love you I love you I do girl But you aint gonna cheat on me I need ya I need ya I really do girl Choooose is it him or me Well baby I aint gonna eat out my heart anymore I aint gonna eat my heart anymore","Sadistik","Memento Mori","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19508",19534,"Mustang Sally uhhuh Guess you better slow your Mustang down Oh Lord what I said now Mustang Sally now baby Oh Lord guess you better Slow your Mustang down huoh yeah You been runnin' all over town now Oh I guess I have to put your flat feet On the ground Hu what I said now Listen All you wanna do is ride around Sally Ride Sally ride All you wanna do is ride around Sally Ride Sally ride All you wanna do is ride around Sally Ride Sally ride huh All you wanna do is a ride around Sally Alright ride Sally ride Well listen to this One of these early mornins' Hey Wow gonna be wipin' your weepin' eyes Huh what I said nowlookahere I bought you a brand new Mustang A nineteen sixtyfive huh Now you come around Signifyin' a woman That don't wanna let me ride Mustang Sally now baby oh Lord Guess you better slow that Mustang down Huh oh Lord Look here You been runnin' all over town Oow I got to put your flat feet on the ground Huh what I said now heya Let me say it one more time y'all Now all you wanna do is ride around Sally Ride Sally hu ride All you wanna do is ride around Sally Ride Sally ride All you wanna","Sadistik","Searching For Some Beautiful","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19509",19535,"Once upon a time you dressed so fine You threw the bums a dime in your prime didn't you People'd call say 'Beware doll you're bound to fall' You thought they were all kiddin' you You used to laugh about Everybody that was hangin' out Now you don't talk so loud Now you don't seem so proud About having to be scrounging for your next meal How does it feel How does it feel To be without a home Like a complete unknown Like a rolling stone Ah you've gone to the finest school all right Miss Lonely But you know you only used to get juiced in it Nobody has ever taught you how to live out on the street And now you are gonna have to get used to it You said you'd never compromise With the mystery tramp but know you realize He's not selling any alibis As you stare into the vacuum of his eyes And say 'Do you want to make a deal' How does it feel How does it feel To be on your own With no direction home A complete unknown Like a rolling stone Ahyou never turned around to see the frowns On the jugglers and the clowns when they all did tricks for you You never understood that it ain't no good You shouldn't let other people get your kicks for you You used to ride on the chrome horse with your diplomat Who carried on his shoulder a Siamese cat Ain't it hard when you discover that He really wasn't where it's at After he took from you everything he could steal How does it feel How does it feel To be on your own With no direction home Like a complete unknown Like a rolling stone Ah princess on the steeple and all the pretty people They are drinkin' thinkin' that they got it made Exchanging all precious gifts But you'd better take your diamond ring you'd better pawn it babe You used to be so amused At Napoleon in rags and the language that he used Go to him now he calls you you can't refuse When you got nothing you got nothing to lose You're invisible now you got no secrets to conceal How does it feel Oh how does it feel To be on your own With no direction home Like a complete unknown Like a rolling stone","Sadistik","Ashes To Ashley","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19510",19536,"One two three Good love Good love Good love Good love I was feeling so bad I asked my family doctor just what I had I said Doctor Doctor Mr MD Doctor Now can you tell me what's ailing me Doctor He said Yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah Yes indeed all I I really need Good love Now gimme that good good lovin' Good love All I need is love Good love Good good lovin' baby Good love Now honey please squeeze me tight Squeeze me tight Don't you want your baby to be alright Be alrightt I said Baby Baby Now it's for sure It's for sure I got the fever yeah and you got the cure Got the cure Everybody yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah Yes indeed all I I really need Good love Now come on and gimme that lovin' Good love All I need is love Good love Good good lovin' baby Good love Ow Good love Good love Good love All I need is love Good love All I want is love Good love Lovin' early in the morning now Good love Lovin' late at night now Good love Love love Good love Love love love love love","Sadistik","Playing God","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19511",19537,"Do you feel it You know I do Do you feel baby do you feel it You know I do Now I know you feel it You know I do Now I know you feel it You know I do Now come on feel it yeah yeah yeah Anytime I dance with you I get a feeling through and through All I do is close my eyes I feel the world go flying by yeah Do you feel it You know I do Do you feel baby do you feel it You know I do Now I know you feel it You know I do Everybody feel it You know I do Now come on feel it yeah yeah yeah Wont you take a trip with me Satisfaction guaranteed Come on come on lets have some fun I said you me everyone And I mean ah you Do you feel it You know I do Do you feel baby do you feel it You know I do Now I know you feel it You know I do Now I know you feel it You know I do Now come on feel it yeah yeah yeah babe yeah yeah","Sadistik","Dawn Of The Dead","Sadistik:The_Balancing_Act_(2008)","Underground Hip Hop","2008"
"19906",19932,"By the rivers and hills He went my friend neither battles nor blood he couldn't stop But the moon and the stars told me he cried And his tears dreamt of her lover and ill cousin In her bed of death He said he loved her she closed her eyes he will avenge on Death His rival is Death He hopes he could fight now I feel she will be mine forever My friend solitude sings my Requiem In his hands a dagger metal caressing his chest My friend solitude sings my Requiem Nights cover my sorrow in autumnal equinox Gotas de sangre corren por su pecho Noches enteras hablan de su sueo El susurro del mar trae sus palabras En la noche de los muertos habla su alma Rosas negras en invierno lgrimas de sangre El lamento de sus huesos estremecen mi cuerpo","The_Coup","Outro","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
"19907",19933,"According to history Satan will come back He is a woman her name is Bthory sinner of blood song from Hell a lover of young beautiful skins Nunc et in hora mortis nostrae Ora pronovis sanguisque Gratia plena Because of her tears The Countess lusts for her Her hand caresses her breast blood excites her skin She licks Death Liliths daughter was born again Beyond the dark There is a place Where your cries become sheer silence","The_Coup","Interrogation","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
"19908",19934,"In mornings she's so regal that the valley sighs In the chilly sea that killed her real slows Now we're swimming up farther with the doll by our sides Fill the cup with these sleepy souls Shimi Kapoor It's clear that some things never take Shimi Kapoor Please heal these tears Shimi Kapoor She will feel like at tea make me laugh all along With such feats like sex only brought upon Ooh lady ooh baby maybe I'll live my lies alone Jesus up here hear me I up up up up oh ah Shimi Kapoor It's clear that some things never take Shimi Kapoor Please heal these tears Shimi Kapoor Shimi Kapoor Shimi Kapoor Shimi Kapoor Shimi Kapoor Please heal these tears Shimi Kapoor It's clear that some things never take Shimi Kapoor It's clear that some things never Shimi Kapoor Please heal these tears Ah how Shimi Kapoor Ah how Some things never Shimi Kapoor Ah how Never never","The_Coup","Repo Man","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
"19909",19935,"And when she drowns Within and in the fizzy gin begins to sigh Good god or My I cry and die and lie beside She is the apple in my eye She talked to God I couldn't cope Or'd hope eloped A dope she roped This salty lie And when she's dreaming I believe And when she's reading I retreat Can't believe her Telling me she's dead again Telling me she's dead against it And deep my wound Within for every second chance it was thytore From deep within despite the rain my words are worn She loves to talk into the phone No matter who No matter when No matter where No better than the faulty line And when she's dreaming I believe And when she's reading I retreat Can't believe her Telling me she's dead again Telling me she's dead against it","The_Coup","Santa Rita Weekend","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
"19910",19936,"You you you You you you All our friends Now seem so thin and frail Slinky secrets Hotter than the sun No peachy prayers No trendy rechauff I'm with you So I can't go on All my violence Raining tears upon the sheet I'm bewildered For we're strangers when we meet Blank screen TV Preening ourselves in the snow Forget my name But I'm over you Blended sunrise And it's a dying world Humming Rheingold We scavenge up our clothes All my violence Raining tears upon the sheet I'm resentful For we're strangers when we meet Cold tired fingers Tapping out your memories Halfway sadness Dazzled by the new Your embrace Was all that I feared That whirling room We trade by vendu Steely resolve Is falling from me My poor soul All bruised passivity All your regrets Ride roughshod over me I'm so glad That we're strangers when we meet I'm so thankful That we're strangers when we meet I'm in clover For we're strangers when we meet Heel head over But we're strangers when we meet Strangers when we meet Strangers when we meet Strangers when we meet Strangers when we meet Strangers when we meet Strangers when we meet Strangers when we meet Strangers when we meet Strangers when we meet","The_Coup","360 Degrees","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
"19911",19937,"Shine shine shine Shine shine shine Shine shine shine Shine shine shine Shine shine shine Shine shine shine Bleeds like a craze Dad These are the craze Easy come come gotta back In the valley of the dead man walks How they drank from the jazz Astral Kestrel Fed into the featherfall Fed him on a pedestal Carving you will never get Shine shine shine Bleed like a craze Dad These are the craze Shine shine shine Bleed like a craze Dad These are the craze Seek for a leather journey Never stopped to think about Hollywood King Kong Domino on the side Street light looking right Looking to the parlous parlours Party on the dead Put a net through his headache Shine shine shine Shine shine shine Shine shine shine Bleeeed bleed like a craze Dad These are the craze Living on a movie All the ShirleyCharley films on film Come together party Footnote on the footstone Shine shine shine Bleeds like a craze Dad These are the craze Shine shine shine Shine shine shine Bleed like a craze Dad These are the craze Bleed like a craze Dad These are the craze Bleed like a craze Dad These are the craze Bleed like a craze Dad These are the craze Bleed like a craze Dad These are the craze Bleed like a craze Dad These are the craze","The_Coup","Hard Concrete","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
"19912",19938,"Though the idea of compassion Is said to be The union of Christ And his bride the Christian It's all very puzzling Sex and the church Sex and the church Sex and the church And the church And the church All the great mystic religions Put strong emphasis on Redeaming spiritual qualities Of sex Of sex Chrstianity Has been pretty modern About sex Of sex of sex of sex of sex Sex and the church Sex and the church Sex and the church Sex sex I think there is a union Between the flesh and the spirit It's sex and the church Sex and the church All religions' mother Give me you're freedom of spirit And the joys of the flesh Of sex sex Sex and the church Give me you're freedom of spirit And the joys of the flesh Of sex sex Sex and the church Sex and the church Sex and the church Sex and the church And the church And the church Sex sex Sex and the church Sex and the church Sex and the church Sex sex Sex and the church Sex and the church Sex and the church And the church And the church Sex sex Sex and the church Sex and the church Sex and the church Sex sex Sex Sex and the church Sex and the church Sex and the church Sex sex","The_Coup","The Name Game","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
"19913",19939,"Living in lies by the railway line Pushing the hair from my eyes Elvis is English and climbs the hills Can't tell the bullshit from the lies Screaming along in South London Vicious but ready to learn Sometimes I fear that the whole world is queer Sometimes but always in vain So I'll wait until we're sane Wait until we're blessed and all the same Full of blood loving life and all it's got to give Englishmen going insane Down on my knees in suburbia Down on myself in every way With great expectations I change all my clothes Mustn't crumble at silver and gold Screaming above Central London Never born so I'll never get old So I'll wait until we're sane Wait until we're blessed and all the same Full of blood loving life and all it's got to give Englishmen going insane Down on my knees in suburbia Down on myself in every way Day after Day after Day Day after Zane Zane Zane Ouvre le chien Day after Day Day after Zane Zane Zane Ouvre le chien Day after","The_Coup","This One's A Girl","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
"19914",19940,"With the sense of anticipation burning on his skin and the train of consequences running at full throttle before the touch before the kiss this moment just before their history begins he'd give anything to put this in a bottle No sense of time no sense of place in case of senselessness he'll swear to her alone He'll swear to her alone though he knows tomorrow this will be another face he's forgotten No memory's quite his own before the fire before the fall all this is magical the future so unknown he'd pay anything to get this in a bottle as if that's a thing he could ever own he'd pay anything to get this in a bottle Don Juan had been so careful but he let it slip that the elixir he craved was moist upon her faithless lips and in the hint of her perfume that lingered on his fingertips distillation Overstrength this eaudevie What a slip 'twixt the cup and the lip finally He got the bottle he knocked back the eaudevie He's stripped of recollection he's left with no protection this won't come again although he always knew that he'd foresee much more than he'd ever remember This won't come again Losing the thread losing the plot it wasn'tnot possible to stay on fire as he was then he'd do anything to breathe life in these embers But the secret stays untold He'd give anything to get life from these embers and the fire has grown cold cold cold Between the present and the past his mouth agape and the elixir he drained has twisted essence out of shape and with dark perfume he is wraithed now that the genie has escaped from the bottle Sangrial the eaudvie What a slip 'twixt the cup and the lip finally eaudevie eaudevie Don Juan had been so careful but he let it slip Don Juan had been so careful Eaudevie","The_Coup","Gunsmoke","The_Coup:Genocide_%26_Juice_(1994)","Underground Hip Hop","1994"
