artist,artist_id
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs
Dune Rats,0KtaCKmTMIQZsxlOgyNa04
Ocean Alley,18lpwfiys4GtdHWNUu9qQr
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1
Sampa the Great,7fw0E8WHdG3r9SuPBcGmWk
Essie Holt,7KomgEn4rEeEQRQkNONaHv
Saint Lane,4M0vvoQACWxLNrLVrx3MWX
Sløtface,5sCDleuvB5bBwbSGsp9Bwh
TOTTY,5tOshqnaM41LBDj4eqANGf
Clairo,3l0CmX0FuQjFxr8SK7Vqag
Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i
GoldLink,5XenQ7XfcvQdfIbpLEFaKQ
King Gizzard & The Lizard Wizard,6XYvaoDGE0VmRt83Jss9Sn
King Princess,6beUvFUlKliUYJdLOXNj9C
Running Touch,5bdwzvp6eirvqh0TwOwjgE
YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW
Bad//Dreems,54f24706ua34STMhWSzPV7
Eliza & The Delusionals,5XOV5b7cxUgB9PcoLBn69l
Madeon,4pb4rqWSoGUgxm63xmJ8xc
Samia,1Uk1GyijF6fSfX4mWq5bfR
Shadow,0X8YsieGthCs1x2oIoDf0X
Illy,6NFyaN9PMCDZ3LKxGwHAXt
Lana Del Rey,00FQb4jTyendYWaN8pK0wa
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF
CXLOE,6M25WWmNO7wK1DnKmd3z6R
Psychedelic Porn Crumpets,7GRrLcUxwtQLvOpO7OHO80
slowthai,3r1XkJ7vCs8kHBSzGvPLdP
Hatchie,3d7MqowTZa2bC5iy1JXLLt
Lime Cordiale,6yrtCy4XJHXM6tczo4RlTs
Slipknot,05fG473iIaoy82BF1aGhL8
The Flowers,5ZKIfsDvZKRGjVkkvWlz9k
The Gooch Palms,5rtGpDaS0oxKOm2PgBj6jr
Nancie Schipper,3YVROdE7mzyBldLQNGhuDQ
Russ,1z7b1Pr1rSlvWRzsW3HOrS
SOAK,4PLsMEk2DCRVlVL2a9aZAv
Hilltop Hoods,7dlqUnjoF2U2DkNDMhcgG4
Whethan,0vqJkZ0RpLZixt3lTmD8vP
Halsey,26VFTg2z8YR0cCuwLzESi2
WAAX,1KaaogmGXWK1Qi3WR81Tmi
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV
Birdz,33eaeCB1rLpISBkZAd2xnG
FINNEAS,37M5pPGs6V1fchFJSgCguX
bLAck pARty,4C9Tvlt8v7d8R6h98FgdUy
Kita Alexander,3CGuwWgoCYSO5Z72H5G2Ec
Tasman Keith,3Pe4IIW9HoZsmBlKa5G6I1
Crooked Colours,0aA1GTrIMutjIh4GlPPUVN
These New South Whales,0srVTNI2U8J7vytCTprEk4
BENEE,0Cp8WN4V8Tu4QJQwCN5Md4
DOPE LEMON,7oZLKL1GjYiaAgssXsLmW8
FISHER,1VJ0briNOlXRtJUAzoUJdt
K.Flay,0pCNk4D3E2xtszsm6hMsWr
Ruby Fields,1nwPEi1UZdJtCxBqATpsq3
Seth Sentry,3N9qpKjXarCt5AIZRCeqr8
Tones and I,2NjfBq1NflQcKSeiDooVjY
Good Doogs,77JIuKxP5Gs2Izi0GmiqZJ
Kira Puru,4tqKQAZcPhjqMmHaVRGHaY
Logic,4xRYI6VqpkE3UwrDrAZL8L
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz
SAFIA,1y07gMlsfAdz2KOvZzyUTB
BANKS,2xe8IXgCTpwHE3eA9hTs4n
Bec Sandridge,693lRFCUH8BNpURQO9RMpt
Hayden James,4csQIMQm6vI2A2SCVDuM2z
Kaiit,1lEiFY8tYuckyd67eGiaF1
Northlane,3qyg72RGnGdF521zMU02u9
PNAU,6n28c9qs9hNGriNa72b26u
Ruel,5xkAtLTf309LAGZTbvULBn
Spacey Jane,6V70yeZQCoSR2M3fyW8qiA
Alpine,4tKUoNubW02udXOh7SLtXV
Antony & Cleopatra,14DGJVYmuwwsdHmW8a02eM
Boo Seeka,1SFz3S9eSUTc49ysstadiO
Jade Bird,7D8LuVnlyu91ndcPe70j7S
Tierra Whack,4lPl9gqgox3JDiaJ1yklKh
G Flip,4SdIXLzfabqU61iK7SnKAU
Holy Holy,5KeQyt1QJBjcutJ2AuLNO2
Horror My Friend,0beSP3JKpM7CKshcYrNMyb
KIDDO,5pXe6yFchq1oyYK3rq2A8i
Stormzy,2SrSdSvpminqmStGELCSNd
Thelma Plum,0C6qzW0Am8OVyHSoT57fnC
Kinder,0ufdKQBFDYKui7twp71QLm
Sahara Beck,52eVN5OWWaV4fVShDeJIj3
ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m
SUPER CRUEL,3WT4nncSPNyszovdgHl5P6
Taj Ralph,6VU9Ht3FVOrhBT69pmiwG4
I Know Leopard,3VhSmnMJZUf7lQJDuIzvfc
070 Shake,12Zk1DFhCbHY6v3xep2ZjI
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk
Slowly Slowly,2NNeERUBxmB2UrLFfL1Q8e
SZA,7tYKF4w9nC0nq9CsPZTHyP
Anna Of The North,1mSJCvDX0W7Dn7S9C6vmvI
Citizen Kay,5Lk4v9lO1NoZATNftqFznj
Lastlings,0M7GyeyRi2fG8c1LdP4jhi
Sia,5WUlDfRSoLAfcVSX1WnrxN
West Thebarton,6ZQNx5JnPy6CmVur8jRPrv
Courtney Barnett,4OOlG5eBXSkSAAEeKjJb5Y
Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa
Hein Cooper,75Cb1lVnzQa6mPaJA16Ho0
Jack River,4xrDCETyApzUQ6xzcc6QtS
Kevin Abstract,07EcmJpfAday8xGkslfanE
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp
PUP,6A7uqgC2N1nUhrCLAytHxN
Khalid,6LuN9FCkKOj5PcnpouEgny
Meg Mac,4faUajx9k93O56nlmpkOuz
Tame Impala,5INjqkS1o8h1imAzPqGZBb
Basenji,4FH1qQ5KcTtomryu4O5pgX
Briggs,7w4WTXFJlYzm8Zv90ilzfu
NVTHVN,2BqGcPMYKUBDhza7h0fqFq
Owl Eyes,3it7AeHVfXdby9tbwEwE3f
Press Club,7x6qYdGPScBRRz5lOPeHnG
Alison Wonderland,11gWrKZMBsGQWmobv3oNfW
Arno Faraji,46jtLFOHGcnIqW74ESazFQ
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH
Broods,5r5Va4lVQ1zjEfbJSrmCsS
Circa Waves,6hl5k4gLl1p3sjhHcb57t2
Coda Conduct,6xFoo3UlzxFT4oJVbRlYQy
Tash Sultana,6zVFRTB0Y1whWyH7ZNmywf
EGOISM,6bTkIQfvR8nlRCHLAvbfOD
Fortunes.,2PDYCxCY5cmsjWE9Uk3LEm
Stevan,24RDdXWdq95PlTMTpFTvC6
Thornhill,2dE5audbkV3o5cKxvM7lBD
Allday,2Ltr0s15RyvsjqWzSmiSRs
The Chats,1aQ7P3HtKOQFW16ebjiks1
Flume,6nxWCVXbOlEVRexSbLsTer
Injury Reserve,3nf2EaHj8HikLNdaiW3v73
The Kite String Tangle,3D6cosC5ZOLCpRxt6T3XS7
Middle Kids,6AawJaQO4i99Be2A3w7BTW
BRUX,05jtmvy7zPhTp4GQexPkXY
JXN,571VxoWCBMPacek7MmocqU
Nasty Cherry,3a4OHGZwsqHc3eRChiDkS9
Pist Idiots,6FfDLM58TIa8Qn3PPQaoz4
Stella Donnelly,2mHjhKyKCLh6MZELuCe1Es
Sloan Peterson,6opB1rIN0KzlWbK5ZlHz61
Ali Barter,1nqY30Z4Bj4NNqZITdGqpX
Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD
Didirri,01lbqGTSuT9Jr3gMwiF3Xw
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz
Polish Club,2tYm7UbTKfLXw7Jsp0xyzD
Two Door Cinema Club,536BYVgOnRky0xjsPT96zl
Mickey Kojak,5poMDCBflvu2tgtA0CRF17
Ok Moon,2YT2DEtRTNmUZkR53QaU20
RAAVE TAPES,09T34Y9aRFXEjArywTXLDB
SG Lewis,0GG2cWaonE4JPrjcCCQ1EG
Eliott,2oYcBXVaDoRJZiIwydeDzB
Genesis Owusu,1HvH97rzvCH6lfnLlgyfke
Nilüfer Yanya,09kXLeOXRyfNQMXRaDO4qA
NYNE,6UAsg7BxuQBh72q5RWkXem
AMA,5hzFTGZcy6Rqme2qNC2vUm
Austen,6btE9EmJubCUcYZtTcQ9Jm
The Beautiful Monument,5YYn3EOeF8wTDb2ctUsHJ7
RAT!hammock,1IzFi0R5t2hpkgbxl8sc84
Triple One,686zrKch7tQIpoOpdSIpTo
Angie McMahon,574ERIqzZ5yZU9JhIf3Ysf
I Prevail,3Uobr6LgQpBbk6k4QGAb3V
Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM
Denise Le Menice,2cpCCAAk5r4xpQtMscHWZw
JEFFE,1Hgq78NaXI41PHyKKDEExF
Windwaker,46le9d4IkW3C6zTxhkuxIS
Young Franco,6mK0vAO13gT8jWYANyoXAl
Cosmo's Midnight,4VivsO1n4n2Mi2Btyb5gfL
DZ Deathrays,0qGPycvPHafmEPTOm4M7Tu
Nick Murphy / Chet Faker,2Q0MyH5YMI5HPQjFjlq5g3
DMA'S,1iUTUix5kea176M0uJTsh4
Foals,6FQqZYVfTNQ1pCqfkwVFEa
beabadoobee,35l9BRT7MXmM8bv2WDQiyB
Hello Yello,7qh0Fzuz79iruogSwYTY3G
RedHook,6OVWDN6Ty6RfnhUJlrYBlI
Riley Pearce,0A3HlWZGV8WrCcqxKM2neg
Thandi Phoenix,3PAjYEQ8KpL6u0fNDR0p1v
Adrian Eagle,3GC3e3b4g7rHeLdLUsxJZV
Alice Ivy,5hJy2vZbK50JNuVK6pvVR2
AUGUST 08,2iB8eFB6flwQculkUrRssi
Carla Geneve,0UzJFZTzFyN6EYjenzezfT
Duke Dumont,61lyPtntblHJvA7FMMhi7E
Hermitude,3fmMaLC5jjf2N4EC2kTx0u
Horrorshow,4sL6dLwItg7ppqj4NwEQr6
Mahalia,16rCzZOMQX7P8Kmn5YKexI
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL
Ceres,6ignu1FESsoUapE3EnbCFL
Cry Club,41KaTg5AhCYSn2MUUJq0P3
Diplo,5fMUXHkw8R8eOP2RNVYEZX
J. Cole,6l3HvQ5sa6mXTsMTB19rO5
KIAN,1TulCA2zO3YxAjQ7ZsvtDq
Ocean Grove,0AlnGjlLLXglk9hnwErYDU
SLUMBERJACK,55BFQS36sJYz2B0ClypIvS
Vera Blue,5ujrA1eZLDHR7yQ6FZa2qA
Kim Churchill,0ZmJRBCKYicwq9n4FjZpho
Jarryd James,23IZADrJHPStZ6aMxJVq3s
Little Simz,6eXZu6O7nAUA5z6vLV8NKI
Mallrat,4OSArit7O2Jaj4mgf3YN7A
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx
Asha Jefferies,4XUmpHj581ooyS5rJuCBJg
AURORA,1WgXqy2Dd70QQOU7Ay074N
Baker Boy,6Qpa8xhGsGitz4WBf4BkpK
Julia Jacklin,12fRkVfO2fUsz1QHgDAG3g
Bene,28OHQv3VZ2gifjWzrqBv1v
Mansionair,4qOzMSukiZoiSjPQw8Zs7s
Dean Lewis,3QSQFmccmX81fWCUSPTS7y
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG
The Aston Shuffle,4Jv9I6DAbcjDa8HGFAjv94
Dulcie,5mizYbdTNtmQlU97XqxJOe
Greta Stanley,3lkwqHO5vO9jUlmJd0N5aC
Loyle Carner,4oDjh8wNW5vDHyFRrDYC4k
Cub Sport,6vqMDhoigg5btfdPsPTVFt
James Blake,53KwLdlmrlCelAZMaLVZqU
Future,1RyvyyTE3xzB2ZywiAwp0i
Jai Wolf,24V5UY0nChKpnb1TBPJhCw
Mosquito Coast,36fH1aOnEWt0Gu4xHIu0i6
Yours Truly,76NpRNEWMaNdOudixwOPRo
Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF
FIDLAR,3P6duIn7oHeiBACZfYeNud
Milan Ring,3byro7ByLeWjNoWLAfiq0b
Post Malone,246dkjvS1zLTtiykXe5h60
San Mei,4IbFFaRjnH3yZGDmFtVzwG
Touch Sensitive,2OC53Inn0G9QwWM7CM0G5Z
Pond,4skJp5OKvcc9eKokiuhi2s
Tobiahs,4eHzBO6qaL2wt35kENSbTs
Chance the Rapper,1anyVhU62p31KFi8MEzkbf
BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA
Client Liaison,5TjlxSJvfrD5I2PWaEh4jZ
HAIM,4Ui2kfOqGujY81UcPrb5KE
Woodes,0lgc1ljuLwkY1VRtDkFSLK
MID CITY,5CfLIXfiqkmqz5If0yFu5E
Ninajirachi,3MekbRujJg5VZThubOlrkR
Paradise Club,65NTbYBafQYJ807dK19MCU
Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU
Slum Sociable,0J626PVezyRujeAfXAssnH
Japanese Wallpaper,2xUsnfrcs3h2FzdRQvGmGM
Northeast Party House,500YRyClzP6Z7HtWd1BIje
The Rubens,2hrWpLNoJcs1EnWSXvB6JI
Sam Fender,6zlR5ttMfMNmwf2lecU9Cc
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ
Carmouflage Rose,31h66YPpyZlmecPqCaeS4H
Kota Banks,6qjD8KqRe2dyNBsq1RcpaT
Tia Gostelow,4blt4zG5qMjWCPymNjDNP5
Twin Peaks,1xD85sp0kecIVuMwUHShxs
Bakers Eddy,5jfNarQg6Z53zgEOzsDswD
Easy Life,7uwY65fDg3FVJ8MkJ5QuZK
Harper Finn,3CUxThJ21i78mhH1FfH55u
Sofi Tukker,586uxXMyD5ObPuzjtrzO1Q
Annie Hamilton,0S3cimlz80A0Q9CLz8TTxH
The Delta Riggs,1wWcqWYBaZeSYC0aAfh3qy
Luke Million,1khu4DLsGK5MWLbUlfKkgz
Oscar Scheller,6BToM88XrzNI6VL5GxazUq
PLANET,00BZcQJXuUSMVEB9FVqgUl
Delacey,1thbOfXak53dM1Xabq3pmb
Jess Day,5NQljfPqllxB64U0rpCnsk
Matt Corby,7CIW23FQUXPc1zebnO1TDG
REMI,5t69dnux4K2vcJO4VjS39q
Wave Racer,147jymD5t0TCXW0DbaXry0
CLEWS,6cw5iGpmkR9dNaIZ85j8ya
Dallas Woods,7AlRsfXxw5GcXNob86rgnH
Motez,3SwgftmsT5rVepCSSco3ZR
Perto,2mJFvqmuu604a4BwGllJQV
Ashe,6P5NO5hzJbuOqSdyPB7SJM
The Jungle Giants,6wFwvxJkurQPU2UdeD4qVt
ShockOne,1yShtQaHjChbToQboKRzgH
Kobie Dee,3hjzcsAgsPSXyF6zuAM4tO
Sly Withers,59vpAv1Esa36VUiOvx0nYX
Teischa,31Mb5pV1JWPMtKAEUIjFE8
TOWNS,7zcfwEODRWt0H3XIneO9ZK
Alfie Templeman,6QzMY3tnu0m56eKUnr4uCF
Billy Davis,1faxe25Wp3Nk43xVVxsdSB
Green Buzzard,4Cv1IikmMgYQekw8qn4cD2
Miiesha,1ehGGQnc7E28DNwhvnFuyL
Shura,1qpR5mURxk3d8f6mww6uKT
88-Keys,6RedK3o51NbUJuJxXlT4kj
Anna Lunoe,7d96RW5Vix23AiCHr3mf3D
Fergus James,6iQluOJNzmmaXVVCA0XgbY
Hobo Johnson,05SdqPzK4m3k1ljK2wrTSP
City Calm Down,1IgkaLCHQGkvcLxedkVW0K
girl in red,3uwAm6vQy7kWPS2bciKWx9
The Vanns,7CFtg726anbQC3CY0glRDG
Yibby,5C6BguP2BiutcDIJqx35qT
Yorke,0fqpHg28DnvRvfJYvJKk8N
Love Fame Tragedy,04Ye3owBSFJF5hnYWHtq9Q
Montaigne,1ZcnsSFqWusWlRK01vKE6b
Winston Surfshirt,61HS7DjYDQIkKSeGvpqmJh
half•alive,7sOR7gk6XUlGnxj3p9F54k
Joji,3MZsBdqDrRTJihTHQrO6Dq
Tyne-James Organ,3E5mhmaKGxv8us9JoI157M
GRAACE,4nqqGSsclFchZXaiafOYyV
Bag Raiders,6fXEqmGQEt6ONuqVmwrN46
Pom Poko,4RkC3KmYWnr6PM1FM5Shwz
Cassian,1ChtRJ3f4rbv4vtz87i6CD
Theophilus London,4EMtGVFvfCSrEmWaGV0roE
What So Not,4AA8eXtzqh5ykxtafLaPOi
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd
Kllo,0RDC2Krd2nmqseGx5C8PQz
Wing Defence,59MKpzc5v47EwAnB2BWhZ2
benny blanco,5CiGnKThu5ctn9pBxv7DGa
Dear Seattle,5gWPNlps947GENk32pRV3S
Grimes,053q0ukIDRgzwTr4vNSwab
Alex the Astronaut,42NjRVKqEGe2DkGvlUd5qM
Cashmere Cat,2LZDXcxJWgsJfKXZv9a5eG
Djo,5p9HO3XC5P3BLxJs5Mtrhm
Georgia June,4ZqtL8Daiy9H5kNeWmEzRN
Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe
Charli XCX,25uiPmTg16RbhZWAqwLBy5
Chillinit,5TUXXyB6ZKCdd0vQx6yR2J
SiR,3QTDHixorJelOLxoxcjqGx
LOSER,28erIPSPyu1d4BtolxQ624
Octavian,5zfEatKLDdRkgbw6sdLBAQ
Tkay Maidza,1kMPdZQVdUhMDKDWOJM5iK
Lilly Wood and The Prick,50OApTJurDusIo9dGTqSU4
Hr. Troels,6PUFh0Oa8MkLlpkfovzKnC
Chad Cooper,5zJS9TctS8sQ8XidpVpfCU
Noize Generation,0KETuRn1Qq622O6Q0WN1r9
Alle Farben,61ipISvUVa5LkJlKZnm3Oo
Galantis,4sTQVOfp9vEMCemLw50sbu
Robin Schulz,3t5xRXzsuZmMDkQzgOX35S
JETFIRE,1flYnVP7znbiEcL0ELwwTt
DubVision,3XINWZaloea97SIRiyTJxX
Cuebrick,2ONoOunWxnWn1DikA6rjBM
Dimitri Vangelis & Wyman,10hGPIDZi33LRaYRIq3Bh4
Showtek,3gk0OYeLFWYupGFRHqLSR7
Maor Miller,0ewFcI4uSjCul2FIERjQeF
LoaX,4uirC8jwtU1yVLDdsOzT0n
Sam Feldt,20gsENnposVs2I4rQ5kvrf
KREAM,0DdDnziut7wOo6cAYWVZC5
Deorro,6VD4UEUPvtsemqD3mmTqCR
Vintage Culture,28uJnu5EsrGml2tBd7y8ts
2Elements,7DEvfeSTfHlHpo2Op6jRon
Mark Mendy,7AgS2ycsLUG0NPTY1AAboT
Yves V,47BEc2RoW53owMyxacXWdV
NOTD,5jAMCwdNHWr7JThxtMuEyy
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3
Madison Mars,4gJCFxvqKc43Ifk0UIBB42
The Him,5WdqBAQhGFCrZvBKXiPIu7
Saxity,1jG8sNQCiRuv1Nz1GiFlax
Sagan,5JHw3zW4kgwIZlh33geR1K
Axwell,1xNmvlEiICkRlRGqlNFZ43
KSHMR,2wX6xSig4Rig5kZU6ePlWe
Oliver Heldens,5nki7yRhxgM509M5ADlN1p
Aexcit,2HpYCHV3bvQ71jmohAnBL8
James Carter,5344K3N7rx7kw1HjO8psuq
Robaer,6W9GI0QPqUZkyhTxBMUAi5
Mike Perry,6lB8vOoI4DRrrVxXwuV19c
Steve Aoki,77AiFEVeAVj2ORpC85QVJs
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr
musicbyLukas,02J91vjx70RxgOldFd7TR1
Leowi,1qoalO0xHFgZRn4JhRuq7Y
We Architects,51NurCNENfDJqCtC4kgUZC
